Initial Position	Final Position	Reflection Count
0.00,0.00	1.23,4.33	5
0.00,0.00	0.04,4.29	5
0.00,0.00	4.59,0.68	5
0.00,0.00	-4.09,-1.52	5
0.00,0.00	1.80,-4.30	5
0.00,0.00	-3.99,1.70	5
0.00,0.00	-3.46,-2.62	5
0.00,0.00	2.25,4.28	5
0.00,0.00	-0.76,4.28	5
0.00,0.00	-2.64,-4.06	5
0.00,0.00	4.00,-1.66	5
0.00,0.00	-1.12,4.31	5
0.00,0.00	2.90,-3.56	5
0.00,0.00	0.67,4.29	5
0.00,0.00	-3.80,2.00	5
0.00,0.00	1.46,-4.31	5
0.00,0.00	-2.86,3.64	5
0.00,0.00	-3.55,2.45	5
0.00,0.00	0.05,4.29	5
0.00,0.00	3.31,-2.87	5
0.00,0.00	-2.97,-3.51	5
0.00,0.00	-3.47,-2.60	5
0.00,0.00	-2.41,-4.31	5
0.00,0.00	4.03,1.64	5
0.00,0.00	3.43,-2.68	5
0.00,0.00	1.63,4.31	5
0.00,0.00	-1.93,4.30	5
0.00,0.00	3.44,2.66	5
0.00,0.00	2.24,4.31	5
0.00,0.00	-0.07,4.29	5
0.00,0.00	-2.69,3.89	5
0.00,0.00	-2.69,3.96	5
0.00,0.00	-4.55,-0.75	5
0.00,0.00	4.55,0.74	5
0.00,0.00	-1.77,-4.28	5
0.00,0.00	3.81,-1.95	5
0.00,0.00	-4.40,1.01	5
0.00,0.00	1.52,4.31	5
0.00,0.00	2.57,-4.17	5
0.00,0.00	1.34,-4.29	5
0.00,0.00	-1.58,-4.30	5
0.00,0.00	-4.53,-0.82	5
0.00,0.00	-3.41,2.72	5
0.00,0.00	-4.41,0.97	5
0.00,0.00	-2.24,4.31	5
0.00,0.00	0.06,-4.29	5
0.00,0.00	-1.49,-4.31	5
0.00,0.00	-4.15,1.43	5
0.00,0.00	2.09,-4.31	5
0.00,0.00	3.60,-2.32	5
0.00,0.00	1.17,4.27	5
0.00,0.00	0.77,-4.28	5
0.00,0.00	-0.40,4.28	5
0.00,0.00	2.89,-3.60	5
0.00,0.00	-2.62,4.06	5
0.00,0.00	4.74,0.37	5
0.00,0.00	-3.53,2.55	5
0.00,0.00	4.52,0.71	5
0.00,0.00	3.88,-1.90	5
0.00,0.00	3.33,-2.80	5
0.00,0.00	3.19,3.08	5
0.00,0.00	3.59,2.32	5
0.00,0.00	-2.88,3.59	5
0.00,0.00	-2.19,4.32	5
0.00,0.00	-1.84,-4.31	5
0.00,0.00	-4.05,-1.54	5
0.00,0.00	3.04,-3.39	5
0.00,0.00	2.45,4.28	5
0.00,0.00	-3.11,3.24	5
0.00,0.00	-1.49,4.28	5
0.00,0.00	4.09,1.51	5
0.00,0.00	-4.37,-1.09	5
0.00,0.00	3.20,3.02	5
0.00,0.00	3.77,2.06	5
0.00,0.00	0.91,4.31	5
0.00,0.00	1.89,-4.31	5
0.00,0.00	3.98,1.73	5
0.00,0.00	0.24,4.27	5
0.00,0.00	-3.82,1.93	5
0.00,0.00	-1.56,-4.33	5
0.00,0.00	-0.04,4.29	5
0.00,0.00	-2.75,-3.78	5
0.00,0.00	-0.83,4.31	5
0.00,0.00	0.15,4.29	5
0.00,0.00	-1.31,-4.31	5
0.00,0.00	0.37,-4.28	5
0.00,0.00	-0.67,4.29	5
0.00,0.00	4.30,-1.17	5
0.00,0.00	3.03,3.33	5
0.00,0.00	-3.83,1.92	5
0.00,0.00	3.35,2.80	5
0.00,0.00	-3.52,-2.47	5
0.00,0.00	-3.47,2.60	5
0.00,0.00	-3.81,1.95	5
0.00,0.00	-4.59,0.66	5
0.00,0.00	4.15,1.44	5
