Initial Position	Final Position	Reflection Count
0.00,0.00	-0.32,-4.74	5
0.00,0.00	-4.52,-0.87	5
0.00,0.00	2.15,-3.42	5
0.00,0.00	-3.09,-2.74	5
0.00,0.00	4.53,-0.86	5
0.00,0.00	1.47,4.03	5
0.00,0.00	-4.64,-1.63	5
0.00,0.00	-1.49,-3.92	5
0.00,0.00	2.54,-3.11	5
0.00,0.00	1.10,4.04	5
0.00,0.00	-1.43,-3.93	5
0.00,0.00	-3.55,2.14	5
0.00,0.00	-0.21,4.04	5
0.00,0.00	-2.28,-3.33	5
0.00,0.00	-3.75,1.39	5
0.00,0.00	1.84,-3.64	5
0.00,0.00	-1.29,4.02	5
0.00,0.00	0.98,-4.25	5
0.00,0.00	-2.19,4.05	5
0.00,0.00	-3.56,2.03	5
0.00,0.00	-4.10,0.37	5
0.00,0.00	2.94,3.99	5
0.00,0.00	-4.22,0.05	5
0.00,0.00	0.33,-4.71	5
0.00,0.00	-4.16,0.15	5
0.00,0.00	3.97,0.88	5
0.00,0.00	4.24,-0.01	5
0.00,0.00	-1.70,-3.76	5
0.00,0.00	3.01,3.79	5
0.00,0.00	3.05,3.60	5
0.00,0.00	-2.78,4.02	5
0.00,0.00	4.30,-0.20	5
0.00,0.00	1.09,-4.20	5
0.00,0.00	1.65,-3.77	5
0.00,0.00	1.66,-3.75	5
0.00,0.00	-3.05,-2.76	5
0.00,0.00	4.52,-0.88	5
0.00,0.00	-3.74,1.47	5
0.00,0.00	-3.78,1.38	5
0.00,0.00	-1.70,4.01	5
0.00,0.00	-3.54,-2.40	5
0.00,0.00	4.23,0.03	5
0.00,0.00	3.26,2.95	5
0.00,0.00	3.74,1.57	5
0.00,0.00	-1.64,-3.78	5
0.00,0.00	2.73,-2.98	5
0.00,0.00	-2.80,-2.96	5
0.00,0.00	2.92,-2.85	5
0.00,0.00	2.93,4.03	5
0.00,0.00	3.96,-2.06	5
0.00,0.00	2.27,-3.35	5
0.00,0.00	-1.13,-4.13	5
0.00,0.00	4.73,-1.47	5
0.00,0.00	-0.22,-4.83	5
0.00,0.00	1.37,4.03	5
0.00,0.00	4.64,-1.24	5
0.00,0.00	0.27,4.04	5
0.00,0.00	4.44,-0.59	5
0.00,0.00	-3.85,1.16	5
0.00,0.00	1.82,4.01	5
0.00,0.00	3.86,1.18	5
0.00,0.00	-3.82,1.28	5
0.00,0.00	-3.07,3.63	5
0.00,0.00	-2.31,4.01	5
0.00,0.00	-0.21,4.03	5
0.00,0.00	4.11,-2.00	5
0.00,0.00	-2.48,4.05	5
0.00,0.00	0.31,4.02	5
0.00,0.00	-3.72,1.64	5
0.00,0.00	-4.50,-0.83	5
0.00,0.00	-4.14,-1.99	5
0.00,0.00	2.93,4.04	5
0.00,0.00	-3.61,1.96	5
0.00,0.00	4.09,0.41	5
0.00,0.00	-2.58,-3.07	5
0.00,0.00	-1.29,-4.04	5
0.00,0.00	3.87,1.07	5
0.00,0.00	-2.71,-3.00	5
0.00,0.00	1.21,-4.09	5
0.00,0.00	-4.38,-0.47	5
0.00,0.00	-4.03,-2.06	5
0.00,0.00	-3.44,-2.48	5
0.00,0.00	0.68,4.03	5
0.00,0.00	-3.57,2.08	5
0.00,0.00	-4.34,-0.40	5
0.00,0.00	3.91,0.99	5
0.00,0.00	0.42,-4.65	5
0.00,0.00	3.31,2.85	5
0.00,0.00	-1.00,4.01	5
0.00,0.00	-4.10,0.39	5
0.00,0.00	1.23,-4.07	5
0.00,0.00	1.94,-3.55	5
0.00,0.00	3.75,1.47	5
0.00,0.00	-4.23,-1.91	5
0.00,0.00	4.43,-1.75	5
0.00,0.00	0.00,-4.98	5
0.00,0.00	4.20,0.14	5
0.00,0.00	-0.77,4.04	5
0.00,0.00	2.57,-3.09	5
0.00,0.00	-2.55,-3.13	5
0.00,0.00	3.50,-2.42	5
0.00,0.00	4.03,-2.05	5
0.00,0.00	-4.04,-2.04	5
0.00,0.00	2.28,-3.32	5
0.00,0.00	-2.03,4.04	5
0.00,0.00	0.61,-4.53	5
0.00,0.00	2.76,4.04	5
0.00,0.00	3.69,1.57	5
0.00,0.00	4.33,-0.32	5
0.00,0.00	3.06,3.64	5
0.00,0.00	3.19,3.20	5
0.00,0.00	0.49,-4.64	5
0.00,0.00	4.31,-0.25	5
0.00,0.00	-4.37,-0.46	5
0.00,0.00	1.20,-4.11	5
0.00,0.00	3.96,0.90	5
0.00,0.00	0.32,4.04	5
0.00,0.00	-0.27,-4.80	5
0.00,0.00	1.16,-4.14	5
0.00,0.00	-4.10,0.39	5
0.00,0.00	-1.32,4.02	5
0.00,0.00	3.97,0.88	5
0.00,0.00	-4.57,-1.00	5
0.00,0.00	-4.17,0.26	5
0.00,0.00	-1.48,-3.89	5
0.00,0.00	-2.67,-3.03	5
0.00,0.00	-3.68,1.76	5
0.00,0.00	-1.16,4.03	5
0.00,0.00	2.00,4.01	5
0.00,0.00	-1.30,-4.02	5
0.00,0.00	-3.39,2.65	5
0.00,0.00	-1.87,4.03	5
0.00,0.00	2.64,-3.07	5
0.00,0.00	-2.04,-3.51	5
0.00,0.00	1.14,4.03	5
0.00,0.00	3.24,-2.61	5
0.00,0.00	-3.95,-2.12	5
0.00,0.00	3.44,2.42	5
0.00,0.00	-3.64,1.78	5
0.00,0.00	0.07,4.01	5
0.00,0.00	-2.29,-3.32	5
0.00,0.00	-3.29,2.92	5
0.00,0.00	-0.14,-4.87	5
0.00,0.00	1.59,4.02	5
0.00,0.00	-1.28,4.03	5
0.00,0.00	-1.54,-3.85	5
0.00,0.00	0.75,4.02	5
0.00,0.00	0.91,4.04	5
0.00,0.00	-3.55,2.10	5
0.00,0.00	2.96,3.95	5
0.00,0.00	4.09,0.44	5
0.00,0.00	-3.54,2.17	5
0.00,0.00	-2.76,-2.98	5
0.00,0.00	2.76,-2.99	5
0.00,0.00	1.34,-4.01	5
0.00,0.00	-3.76,1.41	5
0.00,0.00	-1.91,4.01	5
0.00,0.00	2.45,-3.22	5
0.00,0.00	4.64,-1.33	5
0.00,0.00	-1.32,4.02	5
0.00,0.00	4.69,-1.42	5
0.00,0.00	-4.23,-0.05	5
0.00,0.00	-4.30,-0.28	5
0.00,0.00	-1.83,-3.64	5
0.00,0.00	-2.33,-3.30	5
0.00,0.00	-2.48,-3.17	5
0.00,0.00	-3.06,3.65	5
0.00,0.00	2.06,4.04	5
0.00,0.00	0.50,-4.59	5
0.00,0.00	0.17,4.04	5
0.00,0.00	-4.50,-0.77	5
0.00,0.00	3.92,1.03	5
0.00,0.00	1.97,4.01	5
0.00,0.00	-1.55,-3.84	5
0.00,0.00	-3.25,2.97	5
0.00,0.00	2.67,4.04	5
0.00,0.00	3.92,0.98	5
0.00,0.00	-4.64,-1.22	5
0.00,0.00	0.65,-4.48	5
0.00,0.00	3.40,2.62	5
0.00,0.00	0.76,-4.41	5
0.00,0.00	-2.95,3.94	5
0.00,0.00	3.87,1.08	5
0.00,0.00	3.48,2.39	5
0.00,0.00	-4.08,0.41	5
0.00,0.00	3.45,2.41	5
0.00,0.00	3.81,1.27	5
0.00,0.00	-2.99,-2.79	5
0.00,0.00	-4.73,-1.49	5
0.00,0.00	3.66,-2.33	5
0.00,0.00	-3.51,2.29	5
0.00,0.00	-2.95,-2.84	5
0.00,0.00	-3.55,2.09	5
0.00,0.00	-2.11,-3.41	5
0.00,0.00	-0.98,-4.25	5
0.00,0.00	-3.01,-2.78	5
0.00,0.00	-4.59,-1.08	5
0.00,0.00	-3.97,0.87	5
0.00,0.00	4.33,-0.31	5
0.00,0.00	-4.32,-0.22	5
0.00,0.00	-3.20,3.20	5
0.00,0.00	0.25,-4.82	5
0.00,0.00	-2.61,-3.05	5
0.00,0.00	0.27,-4.76	5
0.00,0.00	-4.43,-0.63	5
0.00,0.00	4.03,0.57	5
0.00,0.00	-2.18,-3.38	5
0.00,0.00	-0.15,-4.85	5
0.00,0.00	1.99,4.01	5
0.00,0.00	4.36,-0.42	5
0.00,0.00	0.76,-4.44	5
0.00,0.00	4.63,-1.60	5
0.00,0.00	-0.01,-4.99	5
0.00,0.00	-0.07,-4.92	5
0.00,0.00	-2.15,4.04	5
0.00,0.00	-1.44,4.02	5
0.00,0.00	0.47,4.01	5
0.00,0.00	-2.93,-2.85	5
0.00,0.00	4.47,-0.70	5
0.00,0.00	-1.79,-3.70	5
0.00,0.00	-4.14,0.29	5
0.00,0.00	3.84,1.19	5
0.00,0.00	2.28,-3.32	5
0.00,0.00	-3.44,2.42	5
0.00,0.00	-4.28,-0.11	5
0.00,0.00	3.17,-2.67	5
0.00,0.00	-3.14,3.37	5
0.00,0.00	1.36,-3.98	5
0.00,0.00	3.35,2.71	5
0.00,0.00	-2.18,4.04	5
0.00,0.00	2.89,4.02	5
0.00,0.00	4.17,0.23	5
0.00,0.00	-2.45,4.04	5
0.00,0.00	-4.63,-1.63	5
0.00,0.00	2.09,-3.44	5
0.00,0.00	-3.93,0.96	5
0.00,0.00	-1.73,-3.73	5
0.00,0.00	-4.48,-1.72	5
0.00,0.00	2.12,-3.43	5
0.00,0.00	-1.68,-3.74	5
0.00,0.00	-1.84,-3.64	5
0.00,0.00	1.54,-3.83	5
0.00,0.00	-3.72,1.55	5
0.00,0.00	-2.97,3.81	5
0.00,0.00	2.97,-2.82	5
0.00,0.00	-1.95,4.04	5
0.00,0.00	-3.24,3.07	5
0.00,0.00	-4.37,-1.77	5
0.00,0.00	-2.76,4.02	5
0.00,0.00	3.35,2.77	5
0.00,0.00	0.33,-4.75	5
0.00,0.00	-4.70,-1.42	5
0.00,0.00	-4.27,-0.08	5
0.00,0.00	-4.35,-1.83	5
0.00,0.00	-0.82,4.02	5
0.00,0.00	-3.42,2.53	5
0.00,0.00	4.33,-0.30	5
0.00,0.00	1.68,-3.74	5
0.00,0.00	0.14,-4.87	5
0.00,0.00	-0.66,-4.48	5
0.00,0.00	1.45,-3.94	5
0.00,0.00	-3.16,3.26	5
0.00,0.00	-3.62,1.93	5
0.00,0.00	0.32,-4.76	5
0.00,0.00	3.72,-2.28	5
0.00,0.00	-3.08,3.51	5
0.00,0.00	0.38,4.00	5
0.00,0.00	3.18,3.24	5
0.00,0.00	3.62,1.94	5
0.00,0.00	4.71,-1.46	5
0.00,0.00	-3.67,1.71	5
0.00,0.00	2.38,-3.25	5
0.00,0.00	3.87,1.06	5
0.00,0.00	1.28,-4.05	5
0.00,0.00	3.94,0.86	5
0.00,0.00	4.75,-1.53	5
0.00,0.00	-1.78,4.02	5
0.00,0.00	-4.01,0.69	5
0.00,0.00	3.92,-2.14	5
0.00,0.00	-0.90,4.03	5
0.00,0.00	-3.90,-2.15	5
0.00,0.00	-4.54,-1.70	5
0.00,0.00	-2.64,-3.02	5
0.00,0.00	4.10,0.43	5
0.00,0.00	-3.40,2.60	5
0.00,0.00	0.70,-4.45	5
0.00,0.00	-2.24,-3.33	5
0.00,0.00	-3.34,2.74	5
0.00,0.00	-4.40,-0.58	5
0.00,0.00	4.03,-2.06	5
0.00,0.00	-4.55,-1.02	5
0.00,0.00	-2.81,4.02	5
0.00,0.00	2.73,-3.01	5
0.00,0.00	-1.50,-3.86	5
0.00,0.00	0.61,-4.55	5
0.00,0.00	-1.21,-4.11	5
0.00,0.00	1.40,4.02	5
0.00,0.00	1.46,-3.89	5
0.00,0.00	1.26,4.01	5
0.00,0.00	-1.21,-4.11	5
0.00,0.00	-1.70,-3.75	5
0.00,0.00	-4.35,-0.34	5
0.00,0.00	-1.65,4.02	5
0.00,0.00	-0.26,4.02	5
0.00,0.00	-4.06,-2.05	5
0.00,0.00	-3.14,3.39	5
0.00,0.00	1.84,4.00	5
0.00,0.00	-3.30,-2.58	5
0.00,0.00	4.67,-1.29	5
0.00,0.00	-4.19,0.19	5
0.00,0.00	-1.49,-3.88	5
0.00,0.00	-0.04,4.01	5
0.00,0.00	3.98,0.71	5
0.00,0.00	0.33,-4.75	5
0.00,0.00	-0.67,4.03	5
0.00,0.00	12.91,31.04	3
0.00,0.00	-3.00,3.77	5
0.00,0.00	-1.34,4.04	5
0.00,0.00	3.88,-2.15	5
0.00,0.00	-4.07,0.54	5
0.00,0.00	4.12,0.30	5
0.00,0.00	-2.24,-3.36	5
0.00,0.00	2.77,4.03	5
0.00,0.00	0.75,4.03	5
0.00,0.00	4.38,-0.43	5
0.00,0.00	4.02,0.72	5
0.00,0.00	1.83,-3.66	5
0.00,0.00	4.68,-1.33	5
0.00,0.00	-0.33,4.04	5
0.00,0.00	-1.03,-4.24	5
0.00,0.00	-1.06,-4.21	5
0.00,0.00	4.00,0.66	5
0.00,0.00	3.16,3.30	5
0.00,0.00	-4.23,-1.89	5
0.00,0.00	-2.80,-2.94	5
0.00,0.00	1.49,-3.91	5
0.00,0.00	-3.06,3.63	5
0.00,0.00	-3.65,1.81	5
0.00,0.00	-3.28,2.91	5
0.00,0.00	-3.09,3.55	5
0.00,0.00	2.82,-2.94	5
0.00,0.00	-2.97,3.93	5
0.00,0.00	-1.50,4.04	5
0.00,0.00	18.64,-11.26	4
0.00,0.00	3.46,2.39	5
0.00,0.00	-2.82,-2.92	5
0.00,0.00	4.02,0.62	5
0.00,0.00	1.01,-4.25	5
0.00,0.00	3.83,1.24	5
0.00,0.00	-1.38,-3.98	5
0.00,0.00	-4.28,-0.15	5
0.00,0.00	-3.24,-2.61	5
0.00,0.00	4.41,-0.52	5
0.00,0.00	-0.95,4.02	5
0.00,0.00	-3.06,3.66	5
0.00,0.00	4.23,0.04	5
0.00,0.00	3.64,1.75	5
0.00,0.00	0.92,-4.33	5
0.00,0.00	0.65,-4.51	5
0.00,0.00	1.41,-3.95	5
0.00,0.00	-0.68,4.01	5
0.00,0.00	-2.17,-3.40	5
0.00,0.00	-2.39,-3.26	5
0.00,0.00	2.20,-3.39	5
0.00,0.00	-2.63,-3.09	5
0.00,0.00	-4.34,-0.37	5
0.00,0.00	-1.43,4.02	5
0.00,0.00	-3.33,2.83	5
0.00,0.00	1.62,-3.82	5
0.00,0.00	-3.67,1.65	5
0.00,0.00	-3.52,-2.42	5
0.00,0.00	-3.57,2.01	5
0.00,0.00	3.56,2.09	5
0.00,0.00	3.29,-2.59	5
0.00,0.00	3.76,1.42	5
0.00,0.00	0.12,4.03	5
0.00,0.00	3.08,-2.74	5
0.00,0.00	-4.30,-0.16	5
0.00,0.00	0.79,-4.42	5
0.00,0.00	-3.19,-2.65	5
0.00,0.00	4.23,-1.90	5
0.00,0.00	3.85,1.17	5
0.00,0.00	-1.49,-3.92	5
0.00,0.00	-1.61,4.04	5
0.00,0.00	3.31,2.87	5
0.00,0.00	-1.59,4.01	5
0.00,0.00	-1.35,-4.00	5
0.00,0.00	3.95,0.85	5
0.00,0.00	0.00,-5.00	5
0.00,0.00	4.25,-0.07	5
0.00,0.00	2.10,-3.45	5
0.00,0.00	3.75,1.56	5
0.00,0.00	-4.50,-0.79	5
0.00,0.00	3.69,1.59	5
0.00,0.00	-2.52,-3.12	5
0.00,0.00	-2.91,-2.86	5
0.00,0.00	-2.54,4.02	5
0.00,0.00	3.93,0.96	5
0.00,0.00	0.25,-4.80	5
0.00,0.00	2.98,3.87	5
0.00,0.00	2.82,-2.91	5
0.00,0.00	0.59,4.03	5
0.00,0.00	3.30,-2.55	5
0.00,0.00	-4.64,-1.62	5
0.00,0.00	-2.44,4.04	5
0.00,0.00	0.05,4.00	5
0.00,0.00	-3.66,1.77	5
0.00,0.00	-1.43,4.04	5
0.00,0.00	-0.16,-4.84	5
0.00,0.00	0.32,4.03	5
0.00,0.00	-4.06,0.49	5
0.00,0.00	3.71,-2.29	5
0.00,0.00	-2.70,-3.02	5
0.00,0.00	3.26,-2.63	5
0.00,0.00	0.21,4.01	5
0.00,0.00	4.18,0.14	5
0.00,0.00	4.64,-1.34	5
0.00,0.00	-0.86,4.03	5
0.00,0.00	-4.00,0.67	5
0.00,0.00	-4.22,0.02	5
0.00,0.00	-4.29,-0.14	5
0.00,0.00	4.57,-1.63	5
0.00,0.00	3.63,1.84	5
0.00,0.00	-4.18,0.13	5
0.00,0.00	2.35,-3.27	5
0.00,0.00	-3.99,0.69	5
0.00,0.00	-3.58,2.05	5
0.00,0.00	2.09,-3.47	5
0.00,0.00	-4.53,-0.94	5
0.00,0.00	-0.70,4.02	5
0.00,0.00	-4.29,-1.87	5
0.00,0.00	1.41,-3.97	5
0.00,0.00	-2.10,-3.45	5
0.00,0.00	1.48,4.03	5
0.00,0.00	-2.30,-3.30	5
0.00,0.00	3.74,-2.23	5
0.00,0.00	-4.59,-1.66	5
0.00,0.00	3.86,1.16	5
0.00,0.00	-4.23,-0.00	5
0.00,0.00	4.09,0.46	5
0.00,0.00	-2.39,-3.22	5
0.00,0.00	-4.02,0.67	5
0.00,0.00	-1.86,-3.64	5
0.00,0.00	3.80,1.35	5
0.00,0.00	1.10,-4.18	5
0.00,0.00	-1.38,-3.96	5
0.00,0.00	-3.48,-2.44	5
0.00,0.00	-0.45,4.00	5
0.00,0.00	0.81,4.03	5
0.00,0.00	0.52,4.00	5
0.00,0.00	-3.83,1.24	5
0.00,0.00	0.96,-4.30	5
0.00,0.00	2.85,4.01	5
0.00,0.00	1.79,4.01	5
0.00,0.00	3.61,1.97	5
0.00,0.00	4.08,0.51	5
0.00,0.00	-1.65,-3.78	5
0.00,0.00	4.39,-0.52	5
0.00,0.00	-0.63,-4.50	5
0.00,0.00	-3.49,-2.43	5
0.00,0.00	1.60,-3.78	5
0.00,0.00	3.91,0.98	5
0.00,0.00	-0.80,4.01	5
0.00,0.00	-3.86,1.15	5
0.00,0.00	3.00,3.77	5
0.00,0.00	-2.44,-3.21	5
0.00,0.00	-3.46,2.35	5
0.00,0.00	1.46,4.03	5
0.00,0.00	-3.85,1.19	5
0.00,0.00	4.14,-1.99	5
0.00,0.00	-4.04,0.58	5
0.00,0.00	-4.62,-1.19	5
0.00,0.00	2.28,-3.33	5
0.00,0.00	1.91,4.01	5
0.00,0.00	0.96,4.03	5
0.00,0.00	-4.61,-1.61	5
0.00,0.00	1.44,-3.93	5
0.00,0.00	-3.57,1.99	5
0.00,0.00	-3.55,2.09	5
0.00,0.00	1.77,4.03	5
0.00,0.00	2.99,3.84	5
0.00,0.00	-4.57,-0.98	5
0.00,0.00	0.82,4.01	5
0.00,0.00	-3.47,2.35	5
0.00,0.00	-4.18,0.21	5
0.00,0.00	-3.05,-2.78	5
0.00,0.00	1.07,4.04	5
0.00,0.00	4.28,-1.89	5
0.00,0.00	2.18,-3.38	5
0.00,0.00	2.26,-3.35	5
0.00,0.00	-1.40,4.03	5
0.00,0.00	-1.32,4.02	5
0.00,0.00	4.64,-1.24	5
0.00,0.00	-4.03,0.59	5
0.00,0.00	2.04,-3.52	5
0.00,0.00	-4.13,-1.99	5
0.00,0.00	4.29,-0.16	5
0.00,0.00	3.47,2.35	5
0.00,0.00	2.71,-3.02	5
0.00,0.00	2.38,-3.27	5
