Initial Position	Final Position	Reflection Count
1.00,3.50	-0.33,4.77	5
1.00,3.50	4.33,-2.09	5
1.00,3.50	4.30,-2.03	5
1.00,3.50	4.30,1.25	5
1.00,3.50	-4.32,0.38	5
1.00,3.50	-4.31,-1.89	5
1.00,3.50	-4.31,-0.58	5
1.00,3.50	1.29,-4.21	5
1.00,3.50	4.32,-1.36	5
1.00,3.50	1.66,-4.00	5
1.00,3.50	1.19,-4.28	5
1.00,3.50	-4.33,-2.43	5
1.00,3.50	2.92,-3.26	5
1.00,3.50	-4.22,-2.54	5
1.00,3.50	-4.33,2.26	5
1.00,3.50	-2.02,3.78	5
1.00,3.50	2.51,-3.54	5
1.00,3.50	-1.84,-3.94	5
1.00,3.50	-4.29,-0.09	5
1.00,3.50	4.29,-1.39	5
1.00,3.50	0.61,-4.61	5
1.00,3.50	-4.32,-2.19	5
1.00,3.50	0.80,4.51	5
1.00,3.50	-1.08,-4.34	5
1.00,3.50	1.36,-4.17	5
1.00,3.50	-0.90,4.46	5
1.00,3.50	-2.14,3.76	5
1.00,3.50	-3.33,-3.04	5
1.00,3.50	0.23,4.83	5
1.00,3.50	4.32,1.43	5
1.00,3.50	-0.36,4.75	5
1.00,3.50	-0.72,-4.55	5
1.00,3.50	2.24,-3.71	5
1.00,3.50	-4.32,2.25	5
1.00,3.50	-4.30,-1.94	5
1.00,3.50	-1.53,4.11	5
1.00,3.50	3.90,2.71	5
1.00,3.50	1.23,-4.26	5
1.00,3.50	-4.32,0.24	5
1.00,3.50	-3.59,2.92	5
1.00,3.50	4.31,1.42	5
1.00,3.50	4.32,-1.18	5
1.00,3.50	2.86,-3.31	5
1.00,3.50	0.82,-4.49	5
1.00,3.50	4.29,1.50	5
1.00,3.50	4.28,-0.94	5
1.00,3.50	4.30,-0.93	5
1.00,3.50	4.28,-0.17	5
1.00,3.50	-3.44,3.01	5
1.00,3.50	-3.59,-2.92	5
1.00,3.50	4.30,-1.20	5
