Initial Position	Final Position	Reflection Count
0.00,0.00	-2.13,4.09	5
0.00,0.00	-2.26,4.17	5
0.00,0.00	2.71,1.30	5
0.00,0.00	2.63,-1.36	5
0.00,0.00	2.63,-1.36	5
0.00,0.00	-2.47,-1.18	5
0.00,0.00	3.92,-0.58	5
0.00,0.00	-2.47,-3.21	5
0.00,0.00	-2.50,-0.94	5
0.00,0.00	-2.48,0.54	5
0.00,0.00	4.29,0.38	5
0.00,0.00	-1.01,3.46	5
0.00,0.00	1.94,-1.76	5
0.00,0.00	0.24,-2.73	5
0.00,0.00	-2.50,-3.33	5
0.00,0.00	0.19,2.77	5
0.00,0.00	2.03,1.69	5
0.00,0.00	0.51,-2.56	5
0.00,0.00	4.06,0.52	5
0.00,0.00	2.54,1.39	5
0.00,0.00	-2.49,-4.25	5
0.00,0.00	-2.47,2.29	5
0.00,0.00	-0.71,-3.26	5
0.00,0.00	0.56,2.55	5
0.00,0.00	-2.47,-4.05	5
0.00,0.00	-0.77,3.29	5
0.00,0.00	2.65,1.30	5
0.00,0.00	0.51,2.59	5
0.00,0.00	-2.48,-1.69	5
0.00,0.00	-2.18,-4.11	5
0.00,0.00	0.55,2.53	5
0.00,0.00	-1.80,-3.92	5
0.00,0.00	-2.45,0.62	5
0.00,0.00	-2.49,3.07	5
0.00,0.00	0.22,2.73	5
0.00,0.00	-2.49,-4.06	5
0.00,0.00	0.08,-2.82	5
0.00,0.00	-2.49,-2.15	5
0.00,0.00	1.79,1.81	5
0.00,0.00	1.33,-2.10	5
0.00,0.00	-0.96,-3.42	5
0.00,0.00	-0.85,3.37	5
0.00,0.00	1.31,2.10	5
0.00,0.00	-2.50,-2.23	5
0.00,0.00	2.38,1.50	5
0.00,0.00	-2.47,-2.70	5
0.00,0.00	-2.50,3.85	5
0.00,0.00	-2.48,-2.71	5
0.00,0.00	-2.45,-1.49	5
0.00,0.00	3.36,0.94	5
0.00,0.00	-2.48,-2.07	5
0.00,0.00	1.06,-2.24	5
0.00,0.00	-2.48,-1.95	5
0.00,0.00	-2.48,2.26	5
0.00,0.00	-1.97,-3.99	5
0.00,0.00	2.67,-1.33	5
0.00,0.00	1.60,1.94	5
0.00,0.00	-2.50,2.41	5
0.00,0.00	0.65,-2.48	5
0.00,0.00	-2.46,-3.38	5
0.00,0.00	-2.49,0.74	5
0.00,0.00	4.55,0.21	5
0.00,0.00	-2.49,-0.65	5
0.00,0.00	-2.46,3.27	5
0.00,0.00	1.68,-1.87	5
0.00,0.00	-2.45,2.00	5
0.00,0.00	3.49,0.86	5
0.00,0.00	-2.50,-1.54	5
0.00,0.00	1.93,1.75	5
0.00,0.00	-2.16,4.11	5
0.00,0.00	-2.47,1.29	5
0.00,0.00	1.17,-2.18	5
0.00,0.00	-1.96,3.98	5
0.00,0.00	4.61,-0.21	5
0.00,0.00	2.85,-1.23	5
0.00,0.00	-1.43,3.71	5
0.00,0.00	-2.46,0.54	5
0.00,0.00	-2.46,-3.55	5
0.00,0.00	4.87,-0.04	5
0.00,0.00	-2.44,-4.25	5
0.00,0.00	1.42,-2.03	5
0.00,0.00	1.99,1.72	5
0.00,0.00	-1.54,-3.75	5
0.00,0.00	-2.48,2.45	5
0.00,0.00	4.01,-0.53	5
0.00,0.00	-2.50,-1.10	5
0.00,0.00	-2.16,-4.11	5
0.00,0.00	-2.47,-2.09	5
0.00,0.00	-1.27,-3.60	5
0.00,0.00	3.98,0.55	5
0.00,0.00	1.17,2.21	5
0.00,0.00	-0.86,3.37	5
0.00,0.00	-2.48,-1.22	5
0.00,0.00	-1.69,3.85	5
0.00,0.00	0.11,-2.80	5
0.00,0.00	-0.53,3.16	5
0.00,0.00	-2.05,-4.05	5
0.00,0.00	0.85,2.37	5
0.00,0.00	-0.60,3.21	5
0.00,0.00	-1.54,3.75	5
0.00,0.00	-42.58,-4.32	2
0.00,0.00	4.64,-0.19	5
0.00,0.00	-0.35,-3.05	5
0.00,0.00	-1.41,-3.70	5
0.00,0.00	-0.62,-3.23	5
0.00,0.00	3.44,-0.88	5
0.00,0.00	1.56,1.94	5
0.00,0.00	3.13,1.07	5
0.00,0.00	3.50,0.86	5
0.00,0.00	3.41,-0.91	5
0.00,0.00	-2.47,2.72	5
0.00,0.00	-0.03,-2.85	5
0.00,0.00	-2.46,-0.49	5
0.00,0.00	-2.46,1.43	5
0.00,0.00	-1.92,3.98	5
0.00,0.00	-0.11,-2.94	5
0.00,0.00	-2.50,1.39	5
0.00,0.00	4.85,-0.06	5
0.00,0.00	-1.52,-3.76	5
0.00,0.00	-2.50,-2.12	5
0.00,0.00	0.53,-2.58	5
0.00,0.00	3.59,0.79	5
0.00,0.00	2.86,1.22	5
0.00,0.00	3.13,-1.07	5
0.00,0.00	3.42,0.89	5
0.00,0.00	1.44,-2.03	5
0.00,0.00	-2.48,4.25	5
0.00,0.00	1.87,1.75	5
0.00,0.00	2.61,-1.36	5
0.00,0.00	-2.49,-1.86	5
0.00,0.00	4.27,0.38	5
0.00,0.00	1.92,1.74	5
0.00,0.00	2.09,-1.66	5
0.00,0.00	4.64,-0.19	5
0.00,0.00	-1.86,-3.95	5
0.00,0.00	-2.46,-4.08	5
0.00,0.00	4.26,0.42	5
0.00,0.00	-2.46,-0.04	5
0.00,0.00	3.14,1.05	5
0.00,0.00	-2.46,0.11	5
0.00,0.00	0.05,-2.86	5
0.00,0.00	-2.47,3.72	5
0.00,0.00	4.37,-0.36	5
0.00,0.00	1.15,-2.18	5
0.00,0.00	-0.36,3.07	5
0.00,0.00	4.22,0.43	5
0.00,0.00	0.33,-2.69	5
0.00,0.00	-0.26,3.02	5
0.00,0.00	-1.22,3.56	5
0.00,0.00	-1.62,3.77	5
0.00,0.00	-2.49,-1.96	5
