Initial Position	Final Position	Reflection Count
0.00,0.00	-0.59,4.37	5
0.00,0.00	-2.52,-2.44	5
0.00,0.00	-4.41,0.52	5
0.00,0.00	-2.53,-2.42	5
0.00,0.00	-2.93,2.05	5
0.00,0.00	1.08,3.88	5
0.00,0.00	0.01,4.97	5
0.00,0.00	0.33,-4.64	5
0.00,0.00	-4.82,-0.18	5
0.00,0.00	4.41,0.52	5
0.00,0.00	1.93,-3.05	5
0.00,0.00	-3.79,1.15	5
0.00,0.00	-0.09,4.88	5
0.00,0.00	0.69,4.26	5
0.00,0.00	2.69,2.30	5
0.00,0.00	0.00,4.97	5
0.00,0.00	3.54,1.43	5
0.00,0.00	-4.37,0.62	5
0.00,0.00	1.83,3.16	5
0.00,0.00	-1.02,-3.95	5
0.00,0.00	2.86,-2.09	5
0.00,0.00	2.63,-2.34	5
0.00,0.00	1.58,-3.35	5
0.00,0.00	-2.87,2.09	5
0.00,0.00	2.11,2.89	5
0.00,0.00	1.00,3.96	5
0.00,0.00	3.20,1.79	5
0.00,0.00	-3.64,1.32	5
0.00,0.00	-3.10,1.86	5
0.00,0.00	3.48,1.49	5
0.00,0.00	3.09,1.88	5
0.00,0.00	4.73,-0.23	5
0.00,0.00	2.93,-2.04	5
0.00,0.00	-3.03,1.90	5
0.00,0.00	-1.95,3.04	5
0.00,0.00	2.35,2.62	5
0.00,0.00	0.81,-4.16	5
0.00,0.00	-3.95,1.01	5
0.00,0.00	-0.60,-4.38	5
0.00,0.00	-4.88,0.10	5
0.00,0.00	4.80,0.20	5
0.00,0.00	-0.96,4.03	5
0.00,0.00	-0.72,-4.22	5
0.00,0.00	-3.15,-1.78	5
0.00,0.00	-0.29,4.67	5
0.00,0.00	1.22,-3.76	5
0.00,0.00	-0.36,-4.61	5
0.00,0.00	3.37,1.62	5
0.00,0.00	-1.84,3.16	5
0.00,0.00	-1.77,3.23	5
0.00,0.00	-4.86,0.13	5
0.00,0.00	-0.29,-4.68	5
0.00,0.00	4.72,-0.27	5
0.00,0.00	3.66,-1.32	5
0.00,0.00	1.96,3.00	5
0.00,0.00	4.41,-0.56	5
