Initial Position	Final Position	Reflection Count
0.00,0.00	-1.58,3.69	5
0.00,0.00	4.42,-0.76	5
0.00,0.00	1.74,4.49	5
0.00,0.00	-1.64,-3.69	5
0.00,0.00	3.40,2.19	5
0.00,0.00	2.69,-3.13	5
0.00,0.00	-4.02,-2.74	5
0.00,0.00	3.08,2.58	5
0.00,0.00	1.74,4.49	5
0.00,0.00	0.57,4.41	5
0.00,0.00	-0.13,-4.21	5
0.00,0.00	-1.35,3.80	5
0.00,0.00	-4.00,-2.40	5
0.00,0.00	-4.02,0.74	5
0.00,0.00	-4.00,0.19	5
0.00,0.00	4.24,0.97	5
0.00,0.00	-2.96,-3.28	5
0.00,0.00	-4.03,-1.44	5
0.00,0.00	-4.00,0.46	5
0.00,0.00	-1.34,3.80	5
0.00,0.00	4.41,-0.80	5
0.00,0.00	3.32,-2.28	5
0.00,0.00	3.08,2.61	5
0.00,0.00	3.08,-2.63	5
0.00,0.00	1.97,4.13	5
0.00,0.00	1.99,-4.10	5
0.00,0.00	2.56,-3.30	5
0.00,0.00	-4.04,-2.35	5
0.00,0.00	-1.71,-3.69	5
0.00,0.00	-0.22,4.16	5
0.00,0.00	-0.93,-3.95	5
0.00,0.00	2.54,-3.35	5
0.00,0.00	-4.03,0.62	5
0.00,0.00	-1.58,3.71	5
0.00,0.00	-2.66,-3.36	5
0.00,0.00	-0.13,4.18	5
0.00,0.00	0.03,-4.26	5
0.00,0.00	2.42,3.54	5
0.00,0.00	-2.23,3.51	5
0.00,0.00	-2.22,3.50	5
0.00,0.00	-1.05,-3.88	5
0.00,0.00	-0.71,3.98	5
0.00,0.00	-1.96,-3.60	5
0.00,0.00	-1.77,-3.65	5
0.00,0.00	4.59,-0.51	5
0.00,0.00	3.79,-1.65	5
0.00,0.00	-4.03,2.39	5
0.00,0.00	2.13,-3.90	5
0.00,0.00	2.65,3.21	5
0.00,0.00	2.91,-2.80	5
0.00,0.00	2.55,-3.32	5
0.00,0.00	-0.06,-4.22	5
0.00,0.00	-4.01,0.72	5
0.00,0.00	-0.72,3.98	5
0.00,0.00	3.11,2.60	5
0.00,0.00	4.93,0.05	5
0.00,0.00	-4.03,0.45	5
0.00,0.00	3.73,-1.71	5
0.00,0.00	-4.02,1.08	5
0.00,0.00	2.52,-3.38	5
0.00,0.00	-0.29,-4.12	5
0.00,0.00	2.89,2.83	5
0.00,0.00	3.51,-2.04	5
0.00,0.00	-3.80,-3.00	5
0.00,0.00	-2.41,-3.44	5
0.00,0.00	3.03,-2.65	5
0.00,0.00	-1.57,-3.74	5
0.00,0.00	-3.79,-3.01	5
0.00,0.00	1.93,-4.19	5
0.00,0.00	4.03,1.27	5
0.00,0.00	-4.04,1.00	5
0.00,0.00	-4.01,-0.69	5
0.00,0.00	-4.03,1.68	5
0.00,0.00	2.28,-3.70	5
0.00,0.00	25.89,-24.67	2
0.00,0.00	2.52,3.40	5
0.00,0.00	-3.74,3.01	5
0.00,0.00	0.71,4.47	5
0.00,0.00	-4.03,2.77	5
0.00,0.00	-3.53,3.07	5
0.00,0.00	3.95,-1.42	5
0.00,0.00	1.78,-4.42	5
0.00,0.00	-4.03,0.03	5
0.00,0.00	-4.00,-2.45	5
0.00,0.00	-4.03,2.64	5
0.00,0.00	-2.90,-3.30	5
0.00,0.00	-1.47,-3.77	5
0.00,0.00	1.63,-4.57	5
0.00,0.00	2.14,3.90	5
0.00,0.00	-1.76,3.67	5
0.00,0.00	3.05,2.62	5
0.00,0.00	-2.02,3.57	5
0.00,0.00	3.06,2.64	5
0.00,0.00	4.92,-0.09	5
0.00,0.00	-4.01,2.77	5
0.00,0.00	-2.24,3.51	5
0.00,0.00	3.35,-2.20	5
0.00,0.00	1.07,-4.59	5
0.00,0.00	-4.03,-0.62	5
0.00,0.00	-0.34,4.12	5
0.00,0.00	-0.54,4.07	5
0.00,0.00	2.95,-2.81	5
0.00,0.00	2.65,3.17	5
0.00,0.00	-3.02,-3.26	5
0.00,0.00	1.64,4.58	5
0.00,0.00	-1.48,-3.76	5
0.00,0.00	2.85,-2.90	5
0.00,0.00	3.30,-2.33	5
0.00,0.00	3.72,-1.69	5
0.00,0.00	3.61,1.87	5
0.00,0.00	3.45,2.05	5
