Initial Position	Final Position	Reflection Count
0.00,0.00	3.77,-2.07	5
0.00,0.00	0.60,4.32	5
0.00,0.00	2.88,-3.67	5
0.00,0.00	-1.38,-4.33	5
0.00,0.00	-3.46,-2.60	5
0.00,0.00	2.50,-4.23	5
0.00,0.00	1.08,4.31	5
0.00,0.00	1.24,4.30	5
0.00,0.00	4.66,0.54	5
0.00,0.00	4.28,-1.18	5
0.00,0.00	2.86,3.62	5
0.00,0.00	0.22,4.31	5
0.00,0.00	-1.55,-4.29	5
0.00,0.00	-4.37,-0.99	5
0.00,0.00	-4.22,1.28	5
0.00,0.00	-3.72,-2.18	5
0.00,0.00	3.65,2.28	5
0.00,0.00	2.12,4.30	5
0.00,0.00	-1.17,-4.31	5
0.00,0.00	1.62,4.30	5
0.00,0.00	-4.78,-0.36	5
0.00,0.00	-2.83,-3.74	5
0.00,0.00	3.39,-2.77	5
0.00,0.00	2.80,-3.73	5
0.00,0.00	-2.88,-3.61	5
0.00,0.00	-3.73,-2.13	5
0.00,0.00	4.28,1.15	5
0.00,0.00	-4.86,0.23	5
0.00,0.00	-3.92,1.82	5
0.00,0.00	3.23,-3.01	5
0.00,0.00	1.14,-4.30	5
0.00,0.00	4.70,-0.48	5
0.00,0.00	4.19,-1.39	5
0.00,0.00	2.07,-4.33	5
0.00,0.00	-4.25,1.27	5
0.00,0.00	4.74,-0.40	5
0.00,0.00	-2.23,4.33	5
0.00,0.00	0.12,-4.30	5
0.00,0.00	-2.64,4.06	5
0.00,0.00	0.36,-4.32	5
0.00,0.00	-1.29,4.32	5
0.00,0.00	-2.62,4.11	5
0.00,0.00	-0.00,4.31	5
0.00,0.00	2.83,-3.71	5
0.00,0.00	3.97,-1.76	5
0.00,0.00	-2.96,-3.52	5
0.00,0.00	4.76,-0.36	5
0.00,0.00	-0.79,-4.31	5
0.00,0.00	-0.77,-4.30	5
0.00,0.00	-4.05,-1.63	5
0.00,0.00	1.37,4.30	5
0.00,0.00	4.21,-1.31	5
0.00,0.00	-0.89,4.30	5
0.00,0.00	-2.93,-3.56	5
0.00,0.00	-1.34,4.29	5
0.00,0.00	4.15,-1.46	5
0.00,0.00	2.79,3.76	5
0.00,0.00	4.25,1.29	5
0.00,0.00	2.60,4.13	5
0.00,0.00	-4.65,0.60	5
0.00,0.00	1.70,4.29	5
0.00,0.00	-2.80,-3.77	5
0.00,0.00	-4.92,0.13	5
0.00,0.00	-3.85,1.98	5
0.00,0.00	3.65,2.34	5
0.00,0.00	4.96,-0.06	5
0.00,0.00	0.99,4.29	5
0.00,0.00	0.49,-4.33	5
0.00,0.00	-4.10,-1.55	5
0.00,0.00	2.47,4.26	5
0.00,0.00	-3.32,2.90	5
0.00,0.00	4.94,0.08	5
0.00,0.00	-1.03,-4.32	5
0.00,0.00	-3.31,2.92	5
0.00,0.00	-4.95,0.06	5
0.00,0.00	-3.41,2.75	5
0.00,0.00	-4.52,0.76	5
0.00,0.00	-2.78,3.83	5
0.00,0.00	-0.25,4.31	5
0.00,0.00	2.61,4.14	5
0.00,0.00	-4.63,0.63	5
0.00,0.00	1.17,4.31	5
0.00,0.00	-4.44,-0.98	5
0.00,0.00	-3.43,2.67	5
0.00,0.00	4.41,-1.01	5
0.00,0.00	-3.69,2.25	5
0.00,0.00	3.07,-3.33	5
0.00,0.00	-3.23,3.06	5
0.00,0.00	4.00,1.69	5
0.00,0.00	0.92,4.31	5
0.00,0.00	-2.86,-3.67	5
0.00,0.00	-4.62,-0.59	5
0.00,0.00	2.57,-4.19	5
0.00,0.00	-1.84,4.33	5
0.00,0.00	-3.74,2.12	5
0.00,0.00	-4.71,-0.40	5
0.00,0.00	-3.91,-1.83	5
0.00,0.00	-4.28,1.18	5
0.00,0.00	-2.94,-3.56	5
0.00,0.00	-3.96,1.72	5
0.00,0.00	-3.05,-3.33	5
0.00,0.00	-4.27,1.19	5
0.00,0.00	-0.53,-4.29	5
0.00,0.00	-2.64,-4.08	5
0.00,0.00	4.18,1.34	5
0.00,0.00	2.89,3.59	5
0.00,0.00	0.91,-4.31	5
0.00,0.00	-4.86,-0.18	5
0.00,0.00	3.85,-1.94	5
0.00,0.00	-3.42,-2.72	5
0.00,0.00	-0.59,-4.31	5
0.00,0.00	-4.93,0.00	5
0.00,0.00	4.48,0.84	5
0.00,0.00	0.46,4.33	5
0.00,0.00	-1.10,4.28	5
0.00,0.00	-2.66,4.00	5
0.00,0.00	-3.27,-2.99	5
0.00,0.00	-4.26,1.22	5
0.00,0.00	-2.32,4.28	5
0.00,0.00	-2.27,4.33	5
0.00,0.00	-1.20,4.31	5
0.00,0.00	-1.17,4.31	5
0.00,0.00	-2.19,-4.30	5
0.00,0.00	2.59,-4.15	5
0.00,0.00	-2.76,3.83	5
0.00,0.00	2.57,4.13	5
0.00,0.00	3.83,-1.97	5
0.00,0.00	-2.96,-3.44	5
0.00,0.00	-2.36,4.31	5
0.00,0.00	-3.34,2.82	5
0.00,0.00	-3.16,3.13	5
0.00,0.00	-2.53,-4.28	5
0.00,0.00	-3.35,-2.79	5
0.00,0.00	3.24,3.00	5
0.00,0.00	-0.42,-4.33	5
0.00,0.00	-2.82,-3.71	5
0.00,0.00	-2.37,4.33	5
0.00,0.00	1.95,-4.30	5
0.00,0.00	4.19,-1.34	5
0.00,0.00	-3.45,2.62	5
0.00,0.00	-2.99,3.40	5
0.00,0.00	0.47,-4.30	5
0.00,0.00	3.30,-2.92	5
0.00,0.00	-2.63,-4.09	5
0.00,0.00	1.61,-4.33	5
0.00,0.00	-0.37,4.30	5
0.00,0.00	-0.73,-4.31	5
0.00,0.00	-4.74,-0.41	5
0.00,0.00	-4.54,0.75	5
0.00,0.00	-0.12,-4.29	5
0.00,0.00	-2.16,4.32	5
0.00,0.00	3.80,-2.02	5
0.00,0.00	-4.96,0.06	5
0.00,0.00	-3.43,2.71	5
0.00,0.00	4.92,-0.10	5
0.00,0.00	-2.63,-4.04	5
0.00,0.00	-3.42,2.73	5
0.00,0.00	3.05,-3.33	5
0.00,0.00	-4.14,1.42	5
0.00,0.00	-3.22,3.01	5
0.00,0.00	4.85,0.25	5
0.00,0.00	2.60,4.14	5
0.00,0.00	-2.09,-4.29	5
0.00,0.00	2.52,-4.26	5
0.00,0.00	2.44,-4.31	5
