Initial Position	Final Position	Reflection Count
0.00,0.00	0.62,4.32	5
0.00,0.00	-4.46,0.85	5
0.00,0.00	1.64,4.31	5
0.00,0.00	-3.83,1.99	5
0.00,0.00	0.55,-4.30	5
0.00,0.00	4.70,-0.51	5
0.00,0.00	-3.83,2.02	5
0.00,0.00	3.25,-2.97	5
0.00,0.00	1.38,4.33	5
0.00,0.00	2.50,4.30	5
0.00,0.00	2.85,-3.67	5
0.00,0.00	4.86,0.22	5
0.00,0.00	2.93,-3.51	5
0.00,0.00	1.62,4.33	5
0.00,0.00	-2.50,-4.29	5
0.00,0.00	3.15,3.15	5
0.00,0.00	4.67,0.57	5
0.00,0.00	-4.72,-0.46	5
0.00,0.00	0.35,-4.32	5
0.00,0.00	-3.65,-2.30	5
0.00,0.00	-1.11,4.32	5
0.00,0.00	3.57,2.43	5
0.00,0.00	-4.10,-1.50	5
0.00,0.00	4.44,0.94	5
0.00,0.00	-4.49,0.84	5
0.00,0.00	-2.13,-4.30	5
0.00,0.00	1.91,-4.33	5
0.00,0.00	2.07,-4.31	5
0.00,0.00	-0.13,-4.33	5
0.00,0.00	4.86,0.18	5
0.00,0.00	3.06,3.36	5
0.00,0.00	-4.27,-1.24	5
0.00,0.00	-2.92,-3.60	5
0.00,0.00	3.74,-2.10	5
0.00,0.00	-4.34,1.08	5
0.00,0.00	-2.23,-4.32	5
0.00,0.00	1.06,-4.30	5
0.00,0.00	-0.42,-4.30	5
0.00,0.00	0.59,4.33	5
0.00,0.00	2.25,-4.29	5
0.00,0.00	-4.83,-0.28	5
0.00,0.00	-0.75,4.29	5
0.00,0.00	4.96,0.06	5
0.00,0.00	3.56,-2.46	5
0.00,0.00	-3.13,-3.22	5
0.00,0.00	-3.07,-3.28	5
0.00,0.00	2.88,-3.65	5
0.00,0.00	2.40,-4.32	5
0.00,0.00	-0.63,4.32	5
0.00,0.00	-3.82,2.05	5
0.00,0.00	-3.46,2.62	5
0.00,0.00	2.93,-3.50	5
0.00,0.00	-4.95,-0.01	5
0.00,0.00	3.68,-2.24	5
0.00,0.00	-3.73,2.20	5
0.00,0.00	-0.85,4.32	5
0.00,0.00	3.71,2.22	5
0.00,0.00	3.55,-2.51	5
0.00,0.00	-3.97,1.73	5
0.00,0.00	-2.53,-4.24	5
0.00,0.00	-0.36,-4.31	5
0.00,0.00	2.31,-4.30	5
0.00,0.00	3.04,-3.36	5
0.00,0.00	-3.00,3.37	5
0.00,0.00	-4.46,0.92	5
0.00,0.00	4.53,-0.82	5
0.00,0.00	0.29,-4.29	5
0.00,0.00	3.70,2.24	5
0.00,0.00	-4.63,0.58	5
0.00,0.00	-2.53,4.28	5
0.00,0.00	3.36,-2.84	5
0.00,0.00	-2.51,-4.28	5
0.00,0.00	-3.67,2.30	5
0.00,0.00	-4.62,-0.65	5
0.00,0.00	1.30,4.30	5
0.00,0.00	-4.68,0.53	5
0.00,0.00	-3.25,-2.97	5
0.00,0.00	-2.03,4.31	5
0.00,0.00	-0.72,-4.31	5
0.00,0.00	2.57,-4.15	5
0.00,0.00	2.73,3.88	5
0.00,0.00	2.84,-3.74	5
0.00,0.00	4.49,-0.88	5
0.00,0.00	-3.23,-3.04	5
0.00,0.00	0.52,-4.31	5
0.00,0.00	-4.09,1.56	5
0.00,0.00	-2.75,3.83	5
0.00,0.00	1.42,-4.33	5
0.00,0.00	-2.48,-4.28	5
0.00,0.00	-2.86,-3.67	5
0.00,0.00	3.97,-1.75	5
0.00,0.00	1.00,4.32	5
0.00,0.00	3.95,-1.81	5
0.00,0.00	-3.41,-2.74	5
0.00,0.00	-3.95,-1.81	5
0.00,0.00	-0.03,-4.31	5
0.00,0.00	4.25,1.26	5
0.00,0.00	-2.52,-4.28	5
0.00,0.00	0.81,4.31	5
0.00,0.00	-3.48,2.57	5
0.00,0.00	-4.13,1.47	5
0.00,0.00	4.41,-0.94	5
0.00,0.00	3.47,2.57	5
0.00,0.00	1.76,-4.29	5
0.00,0.00	-3.24,-3.02	5
0.00,0.00	1.07,-4.32	5
0.00,0.00	-3.42,-2.66	5
0.00,0.00	4.10,-1.52	5
0.00,0.00	4.50,0.80	5
0.00,0.00	-3.07,-3.25	5
0.00,0.00	-3.04,-3.32	5
0.00,0.00	-4.01,1.69	5
0.00,0.00	0.37,-4.31	5
0.00,0.00	-0.39,-4.32	5
0.00,0.00	-3.94,-1.78	5
0.00,0.00	4.18,-1.42	5
0.00,0.00	-4.24,-1.30	5
0.00,0.00	-4.18,1.36	5
0.00,0.00	3.62,2.37	5
0.00,0.00	-1.73,4.28	5
0.00,0.00	4.47,0.88	5
0.00,0.00	1.65,-4.31	5
0.00,0.00	-4.14,-1.47	5
0.00,0.00	4.71,-0.50	5
0.00,0.00	1.92,-4.32	5
0.00,0.00	-0.04,-4.31	5
0.00,0.00	-3.25,-2.98	5
0.00,0.00	2.50,4.28	5
0.00,0.00	4.61,-0.63	5
0.00,0.00	0.16,-4.30	5
0.00,0.00	2.10,4.30	5
0.00,0.00	-2.56,-4.22	5
0.00,0.00	2.65,-4.02	5
0.00,0.00	0.77,-4.32	5
0.00,0.00	2.80,-3.76	5
0.00,0.00	-3.03,-3.33	5
0.00,0.00	3.73,-2.14	5
0.00,0.00	3.66,-2.28	5
0.00,0.00	-1.99,-4.31	5
0.00,0.00	-3.47,-2.61	5
