Initial Position	Final Position	Reflection Count
0.00,0.00	-2.49,-4.29	5
0.00,0.00	3.79,-2.03	5
0.00,0.00	4.88,0.19	5
0.00,0.00	2.82,-3.77	5
0.00,0.00	-3.64,-2.29	5
0.00,0.00	3.56,2.44	5
0.00,0.00	2.89,-3.63	5
0.00,0.00	4.58,0.68	5
0.00,0.00	4.01,-1.66	5
0.00,0.00	1.38,4.32	5
0.00,0.00	0.19,4.29	5
0.00,0.00	-2.50,-4.29	5
0.00,0.00	1.09,4.29	5
0.00,0.00	0.64,-4.30	5
0.00,0.00	-1.55,4.30	5
0.00,0.00	-4.57,-0.71	5
0.00,0.00	1.52,4.33	5
0.00,0.00	2.51,-4.25	5
0.00,0.00	-2.98,3.50	5
0.00,0.00	1.38,-4.30	5
0.00,0.00	3.19,3.10	5
0.00,0.00	-3.50,2.54	5
0.00,0.00	-3.50,-2.58	5
0.00,0.00	0.27,4.31	5
0.00,0.00	-1.17,4.33	5
0.00,0.00	0.92,-4.33	5
0.00,0.00	2.67,4.01	5
0.00,0.00	4.74,-0.45	5
0.00,0.00	-1.90,-4.33	5
0.00,0.00	-2.16,4.29	5
0.00,0.00	-1.19,4.31	5
0.00,0.00	2.80,3.79	5
0.00,0.00	-1.73,-4.31	5
0.00,0.00	-2.49,-4.31	5
0.00,0.00	-4.12,-1.45	5
0.00,0.00	2.94,-3.51	5
0.00,0.00	2.31,-4.32	5
0.00,0.00	4.43,-0.94	5
0.00,0.00	1.92,-4.29	5
0.00,0.00	-3.13,-3.23	5
0.00,0.00	1.78,4.30	5
0.00,0.00	1.22,4.31	5
0.00,0.00	-2.51,-4.30	5
0.00,0.00	-2.62,-4.06	5
0.00,0.00	2.89,3.59	5
0.00,0.00	1.06,4.31	5
0.00,0.00	-1.54,-4.32	5
0.00,0.00	2.56,4.21	5
0.00,0.00	-3.06,-3.33	5
0.00,0.00	1.50,4.30	5
0.00,0.00	3.02,-3.37	5
0.00,0.00	4.18,-1.34	5
0.00,0.00	-4.04,-1.60	5
0.00,0.00	-3.81,-2.06	5
0.00,0.00	-0.92,4.32	5
0.00,0.00	4.32,1.15	5
0.00,0.00	4.22,1.32	5
0.00,0.00	-3.33,-2.87	5
0.00,0.00	-2.98,3.50	5
0.00,0.00	1.28,4.31	5
0.00,0.00	-0.45,-4.33	5
0.00,0.00	4.01,-1.70	5
0.00,0.00	2.19,-4.30	5
0.00,0.00	-4.44,-0.91	5
0.00,0.00	0.37,4.31	5
0.00,0.00	-2.75,3.89	5
0.00,0.00	-4.13,-1.48	5
0.00,0.00	0.25,-4.30	5
0.00,0.00	3.18,-3.12	5
0.00,0.00	3.60,2.42	5
0.00,0.00	3.30,-2.92	5
0.00,0.00	1.11,-4.33	5
0.00,0.00	-2.63,-4.04	5
0.00,0.00	1.69,-4.33	5
0.00,0.00	4.90,0.11	5
0.00,0.00	0.06,-4.31	5
0.00,0.00	2.55,-4.22	5
0.00,0.00	3.91,1.86	5
0.00,0.00	-0.39,-4.31	5
0.00,0.00	4.02,1.65	5
0.00,0.00	0.94,4.33	5
0.00,0.00	-0.84,-4.29	5
0.00,0.00	3.76,2.10	5
0.00,0.00	-4.90,0.14	5
0.00,0.00	1.05,-4.32	5
0.00,0.00	4.83,-0.21	5
0.00,0.00	-1.72,4.28	5
0.00,0.00	-3.09,-3.27	5
0.00,0.00	-3.24,3.04	5
0.00,0.00	-2.21,-4.29	5
0.00,0.00	-1.55,-4.30	5
0.00,0.00	-3.92,1.87	5
0.00,0.00	1.12,4.30	5
0.00,0.00	3.63,-2.32	5
0.00,0.00	-2.54,-4.26	5
0.00,0.00	-0.10,4.29	5
0.00,0.00	-2.09,4.32	5
0.00,0.00	-4.42,-0.96	5
0.00,0.00	1.88,-4.32	5
0.00,0.00	1.15,4.31	5
0.00,0.00	-3.06,-3.34	5
0.00,0.00	0.98,4.33	5
0.00,0.00	1.20,4.31	5
0.00,0.00	-0.05,-4.32	5
0.00,0.00	2.56,4.19	5
0.00,0.00	1.83,4.30	5
0.00,0.00	-3.98,-1.71	5
0.00,0.00	-2.87,-3.67	5
0.00,0.00	4.13,-1.48	5
0.00,0.00	-0.57,4.30	5
0.00,0.00	-4.42,-1.00	5
0.00,0.00	-0.42,-4.33	5
0.00,0.00	4.57,0.70	5
0.00,0.00	1.53,-4.29	5
0.00,0.00	4.67,0.50	5
0.00,0.00	-4.75,0.37	5
0.00,0.00	3.28,2.90	5
0.00,0.00	-3.20,-3.05	5
0.00,0.00	-2.02,-4.33	5
0.00,0.00	-3.33,-2.88	5
0.00,0.00	-4.92,0.12	5
0.00,0.00	4.91,-0.12	5
0.00,0.00	-4.55,-0.75	5
0.00,0.00	1.29,4.31	5
0.00,0.00	3.81,-2.01	5
0.00,0.00	-4.69,0.52	5
0.00,0.00	1.05,4.29	5
0.00,0.00	-1.29,-4.29	5
0.00,0.00	3.19,3.06	5
0.00,0.00	-2.58,4.10	5
0.00,0.00	2.14,-4.30	5
0.00,0.00	-1.87,-4.33	5
0.00,0.00	2.61,-4.13	5
0.00,0.00	-3.00,-3.45	5
0.00,0.00	-4.03,1.65	5
0.00,0.00	4.74,-0.43	5
0.00,0.00	4.39,1.05	5
0.00,0.00	-1.29,-4.32	5
0.00,0.00	4.84,0.18	5
0.00,0.00	4.88,-0.19	5
0.00,0.00	4.83,0.25	5
0.00,0.00	2.53,4.23	5
0.00,0.00	4.22,-1.35	5
0.00,0.00	3.90,-1.90	5
0.00,0.00	3.47,-2.59	5
0.00,0.00	4.21,1.35	5
0.00,0.00	2.73,-3.87	5
0.00,0.00	3.82,-2.00	5
0.00,0.00	1.32,-4.30	5
0.00,0.00	-2.33,-4.29	5
0.00,0.00	3.21,3.06	5
0.00,0.00	-4.01,-1.64	5
0.00,0.00	4.52,0.77	5
0.00,0.00	0.90,4.31	5
0.00,0.00	-4.88,0.21	5
0.00,0.00	3.41,-2.76	5
0.00,0.00	-4.95,0.08	5
0.00,0.00	3.76,2.15	5
0.00,0.00	3.24,3.02	5
0.00,0.00	-3.24,-3.02	5
0.00,0.00	3.95,-1.79	5
0.00,0.00	-3.47,2.56	5
0.00,0.00	3.88,1.91	5
0.00,0.00	4.74,0.41	5
0.00,0.00	-4.72,-0.45	5
0.00,0.00	-2.49,-4.33	5
0.00,0.00	-1.97,-4.32	5
0.00,0.00	-3.26,-2.97	5
0.00,0.00	-3.57,2.45	5
0.00,0.00	-1.16,-4.32	5
0.00,0.00	-4.02,-1.69	5
0.00,0.00	-4.11,-1.54	5
0.00,0.00	3.77,-2.11	5
0.00,0.00	2.51,4.24	5
0.00,0.00	-2.22,-4.29	5
0.00,0.00	-3.35,2.86	5
0.00,0.00	-4.20,1.34	5
0.00,0.00	2.33,4.29	5
0.00,0.00	-3.98,-1.71	5
0.00,0.00	-4.37,1.05	5
0.00,0.00	-3.55,2.48	5
0.00,0.00	4.82,0.26	5
0.00,0.00	3.37,2.77	5
0.00,0.00	1.78,-4.28	5
0.00,0.00	3.27,-2.91	5
0.00,0.00	3.33,-2.88	5
0.00,0.00	2.42,-4.31	5
0.00,0.00	-2.83,3.69	5
0.00,0.00	-2.87,3.68	5
0.00,0.00	-3.48,-2.57	5
0.00,0.00	-0.39,-4.29	5
0.00,0.00	-1.94,4.31	5
0.00,0.00	0.41,4.30	5
0.00,0.00	-1.36,4.32	5
0.00,0.00	4.82,-0.22	5
0.00,0.00	-4.47,0.88	5
0.00,0.00	-4.65,0.59	5
0.00,0.00	0.98,4.31	5
0.00,0.00	-0.36,4.31	5
0.00,0.00	4.59,-0.67	5
0.00,0.00	-3.03,-3.39	5
0.00,0.00	-2.77,-3.78	5
0.00,0.00	-0.89,-4.31	5
0.00,0.00	4.19,-1.33	5
0.00,0.00	-0.04,-4.31	5
0.00,0.00	0.14,-4.31	5
0.00,0.00	-2.73,-3.83	5
0.00,0.00	4.65,-0.59	5
0.00,0.00	4.23,-1.30	5
0.00,0.00	-4.52,0.75	5
0.00,0.00	-2.66,3.98	5
0.00,0.00	2.84,-3.74	5
0.00,0.00	1.49,-4.28	5
0.00,0.00	-4.21,-1.37	5
0.00,0.00	-2.19,4.31	5
0.00,0.00	-2.91,-3.58	5
0.00,0.00	0.82,-4.32	5
0.00,0.00	-4.20,-1.33	5
0.00,0.00	0.21,-4.32	5
0.00,0.00	3.23,-2.99	5
0.00,0.00	-0.12,4.29	5
0.00,0.00	-2.35,4.30	5
0.00,0.00	-3.71,-2.24	5
0.00,0.00	2.79,3.83	5
0.00,0.00	4.82,-0.30	5
0.00,0.00	0.59,4.32	5
0.00,0.00	-3.02,-3.41	5
0.00,0.00	4.86,0.20	5
0.00,0.00	0.54,4.29	5
0.00,0.00	-3.54,-2.48	5
0.00,0.00	-3.16,-3.12	5
0.00,0.00	4.36,1.06	5
0.00,0.00	2.52,-4.30	5
0.00,0.00	-2.59,-4.10	5
0.00,0.00	4.25,-1.30	5
0.00,0.00	-4.20,-1.32	5
0.00,0.00	0.32,4.30	5
0.00,0.00	3.25,-3.02	5
0.00,0.00	-4.74,-0.39	5
0.00,0.00	-0.43,4.32	5
0.00,0.00	-0.86,4.29	5
0.00,0.00	-3.24,-2.98	5
0.00,0.00	-4.55,0.70	5
0.00,0.00	3.36,-2.78	5
0.00,0.00	-2.59,4.16	5
0.00,0.00	3.81,-2.06	5
0.00,0.00	-3.72,2.20	5
0.00,0.00	2.01,4.31	5
0.00,0.00	1.05,4.33	5
