Initial Position	Final Position	Reflection Count
0.00,0.00	4.46,-0.92	5
0.00,0.00	-1.44,-4.30	5
0.00,0.00	-0.06,-4.32	5
0.00,0.00	-1.63,-4.31	5
0.00,0.00	-4.79,-0.31	5
0.00,0.00	-1.45,4.33	5
0.00,0.00	-2.28,-4.32	5
0.00,0.00	-0.41,-4.32	5
0.00,0.00	1.54,4.31	5
0.00,0.00	1.13,4.31	5
0.00,0.00	0.64,-4.31	5
0.00,0.00	1.19,-4.29	5
0.00,0.00	-2.16,-4.29	5
0.00,0.00	-3.53,-2.53	5
0.00,0.00	-3.59,-2.36	5
0.00,0.00	4.86,-0.21	5
0.00,0.00	-3.87,1.94	5
0.00,0.00	-3.02,3.41	5
0.00,0.00	0.38,4.31	5
0.00,0.00	-3.03,3.40	5
0.00,0.00	1.74,-4.31	5
0.00,0.00	2.55,4.21	5
0.00,0.00	4.59,-0.72	5
0.00,0.00	-4.95,-0.03	5
0.00,0.00	-4.11,-1.44	5
0.00,0.00	-3.80,-2.09	5
0.00,0.00	-4.02,-1.69	5
0.00,0.00	-0.19,-4.31	5
0.00,0.00	1.04,4.31	5
0.00,0.00	-4.72,0.39	5
0.00,0.00	-0.41,-4.30	5
0.00,0.00	3.16,3.07	5
0.00,0.00	-3.13,-3.20	5
0.00,0.00	1.10,4.32	5
0.00,0.00	1.52,-4.31	5
0.00,0.00	-0.93,-4.32	5
0.00,0.00	3.79,2.03	5
0.00,0.00	-0.59,4.28	5
0.00,0.00	-4.44,0.97	5
0.00,0.00	-2.42,-4.32	5
0.00,0.00	-4.66,0.50	5
0.00,0.00	0.51,-4.31	5
0.00,0.00	2.12,4.28	5
0.00,0.00	-2.19,4.32	5
0.00,0.00	-0.23,4.32	5
0.00,0.00	-4.34,-1.09	5
0.00,0.00	3.53,2.50	5
0.00,0.00	-2.47,4.32	5
0.00,0.00	-2.31,4.31	5
0.00,0.00	4.92,0.10	5
0.00,0.00	-1.72,-4.32	5
0.00,0.00	1.62,-4.32	5
0.00,0.00	2.57,-4.16	5
0.00,0.00	3.07,-3.25	5
0.00,0.00	-3.45,-2.58	5
0.00,0.00	3.24,-3.03	5
0.00,0.00	0.20,4.32	5
0.00,0.00	4.53,-0.78	5
0.00,0.00	-3.80,-2.07	5
0.00,0.00	-2.63,4.09	5
0.00,0.00	4.18,1.41	5
0.00,0.00	4.04,-1.65	5
0.00,0.00	-4.94,0.07	5
0.00,0.00	-2.43,4.31	5
0.00,0.00	-2.92,3.59	5
0.00,0.00	3.77,2.12	5
0.00,0.00	0.12,4.32	5
0.00,0.00	2.96,-3.49	5
0.00,0.00	4.38,1.04	5
0.00,0.00	2.12,-4.31	5
0.00,0.00	2.84,3.73	5
0.00,0.00	0.89,-4.32	5
0.00,0.00	-3.66,2.30	5
0.00,0.00	-1.66,-4.29	5
0.00,0.00	-0.25,4.29	5
0.00,0.00	-4.36,-1.06	5
0.00,0.00	2.99,3.44	5
0.00,0.00	4.10,-1.53	5
0.00,0.00	0.28,-4.28	5
0.00,0.00	3.08,3.27	5
0.00,0.00	3.55,2.51	5
0.00,0.00	4.83,0.28	5
0.00,0.00	-2.31,4.32	5
0.00,0.00	-3.28,2.89	5
0.00,0.00	1.76,4.32	5
0.00,0.00	-0.19,-4.30	5
0.00,0.00	3.86,-1.92	5
0.00,0.00	-0.60,-4.32	5
0.00,0.00	2.13,4.29	5
0.00,0.00	-0.90,-4.28	5
0.00,0.00	-4.02,1.63	5
0.00,0.00	-3.43,2.61	5
0.00,0.00	4.49,0.85	5
0.00,0.00	-4.80,-0.30	5
0.00,0.00	-3.48,-2.60	5
0.00,0.00	2.40,-4.31	5
0.00,0.00	-3.48,-2.57	5
0.00,0.00	-4.96,0.02	5
0.00,0.00	4.64,0.53	5
0.00,0.00	3.84,-1.99	5
0.00,0.00	0.06,-4.33	5
0.00,0.00	3.27,2.90	5
0.00,0.00	4.36,1.06	5
0.00,0.00	-0.02,4.29	5
0.00,0.00	-0.88,4.29	5
0.00,0.00	4.21,-1.34	5
0.00,0.00	2.80,-3.72	5
0.00,0.00	-1.98,-4.33	5
0.00,0.00	2.66,4.01	5
0.00,0.00	2.14,-4.32	5
0.00,0.00	4.84,-0.24	5
0.00,0.00	2.99,-3.47	5
0.00,0.00	-0.37,-4.32	5
0.00,0.00	-4.79,-0.31	5
0.00,0.00	-3.99,-1.72	5
0.00,0.00	3.25,2.92	5
0.00,0.00	-2.63,4.09	5
0.00,0.00	2.59,4.16	5
0.00,0.00	-3.94,-1.82	5
0.00,0.00	0.52,-4.32	5
0.00,0.00	-1.23,-4.32	5
0.00,0.00	-3.77,-2.07	5
0.00,0.00	0.17,-4.31	5
0.00,0.00	-0.79,-4.32	5
0.00,0.00	-3.56,-2.49	5
0.00,0.00	4.74,-0.44	5
0.00,0.00	3.79,-2.07	5
0.00,0.00	2.54,-4.24	5
0.00,0.00	4.20,-1.30	5
0.00,0.00	3.50,-2.57	5
0.00,0.00	1.20,4.31	5
0.00,0.00	4.23,1.30	5
0.00,0.00	-1.54,4.31	5
0.00,0.00	1.69,4.31	5
0.00,0.00	2.40,-4.32	5
0.00,0.00	3.21,-3.08	5
0.00,0.00	-4.96,-0.03	5
0.00,0.00	0.58,-4.32	5
0.00,0.00	1.73,-4.31	5
0.00,0.00	4.26,1.21	5
0.00,0.00	3.86,1.96	5
0.00,0.00	-4.05,1.63	5
0.00,0.00	-2.74,3.82	5
0.00,0.00	-0.50,-4.32	5
0.00,0.00	-0.79,4.32	5
0.00,0.00	4.01,1.70	5
0.00,0.00	2.01,-4.30	5
0.00,0.00	0.08,4.32	5
0.00,0.00	-2.51,-4.27	5
0.00,0.00	-4.89,-0.16	5
0.00,0.00	-2.77,3.84	5
0.00,0.00	-0.48,-4.32	5
0.00,0.00	1.13,4.32	5
0.00,0.00	4.53,-0.80	5
0.00,0.00	2.23,-4.32	5
0.00,0.00	-3.47,2.56	5
0.00,0.00	-3.40,2.76	5
0.00,0.00	2.60,4.06	5
0.00,0.00	-3.56,-2.43	5
0.00,0.00	3.18,-3.08	5
