Initial Position	Final Position	Reflection Count
0.00,0.00	2.37,4.10	5
0.00,0.00	1.35,-4.13	5
0.00,0.00	1.37,-4.13	5
0.00,0.00	3.80,-1.76	5
0.00,0.00	-3.32,2.57	5
0.00,0.00	-3.68,-1.92	5
0.00,0.00	-2.71,3.57	5
0.00,0.00	2.75,-3.54	5
0.00,0.00	3.72,-1.89	5
0.00,0.00	-4.53,0.33	5
0.00,0.00	3.55,-2.07	5
0.00,0.00	3.65,-2.03	5
0.00,0.00	-0.77,-4.16	5
0.00,0.00	-3.04,-3.07	5
0.00,0.00	2.86,-3.28	5
0.00,0.00	-3.75,1.81	5
0.00,0.00	2.82,-3.43	5
0.00,0.00	-3.84,1.69	5
0.00,0.00	-4.73,-0.13	5
0.00,0.00	-3.04,3.02	5
0.00,0.00	4.29,0.81	5
0.00,0.00	-4.39,-0.68	5
0.00,0.00	1.31,4.10	5
0.00,0.00	2.87,-3.27	5
0.00,0.00	4.21,-1.01	5
0.00,0.00	2.60,-3.80	5
0.00,0.00	2.62,3.68	5
0.00,0.00	-0.07,4.16	5
0.00,0.00	-2.85,3.31	5
0.00,0.00	-0.29,-4.18	5
0.00,0.00	2.79,3.36	5
0.00,0.00	2.74,3.53	5
0.00,0.00	-4.36,0.77	5
0.00,0.00	3.39,2.37	5
0.00,0.00	2.58,-3.75	5
0.00,0.00	-4.73,0.02	5
0.00,0.00	-1.43,4.14	5
0.00,0.00	-3.98,1.30	5
0.00,0.00	4.79,-0.02	5
0.00,0.00	-0.07,-4.16	5
0.00,0.00	2.05,-4.13	5
0.00,0.00	-0.30,-4.11	5
0.00,0.00	3.28,-2.62	5
0.00,0.00	0.50,4.14	5
0.00,0.00	2.99,-3.11	5
0.00,0.00	-1.94,4.14	5
0.00,0.00	-3.31,2.53	5
0.00,0.00	3.59,1.98	5
0.00,0.00	-1.80,-4.10	5
0.00,0.00	-4.21,-1.01	5
0.00,0.00	-4.27,0.87	5
0.00,0.00	-3.69,1.84	5
0.00,0.00	2.27,4.24	5
0.00,0.00	-3.22,-2.70	5
0.00,0.00	2.42,-3.99	5
0.00,0.00	2.50,4.15	5
0.00,0.00	-4.45,0.50	5
0.00,0.00	2.73,3.47	5
0.00,0.00	4.55,0.39	5
0.00,0.00	4.00,-1.43	5
0.00,0.00	2.64,-3.77	5
0.00,0.00	0.76,-4.18	5
0.00,0.00	10.36,26.50	4
0.00,0.00	-3.50,2.13	5
