Initial Position	Final Position	Reflection Count
0.00,0.00	-2.07,-4.12	5
0.00,0.00	-3.45,-3.54	5
0.00,0.00	-3.86,-2.63	5
0.00,0.00	-4.50,1.18	5
0.00,0.00	-4.84,0.33	5
0.00,0.00	-4.52,-1.10	5
0.00,0.00	3.50,-3.54	5
0.00,0.00	-3.36,-3.60	5
0.00,0.00	3.71,-3.05	5
0.00,0.00	-4.56,-1.06	5
0.00,0.00	-3.24,-3.65	5
0.00,0.00	-3.98,2.42	5
0.00,0.00	1.36,4.40	5
0.00,0.00	-4.58,0.99	5
0.00,0.00	4.20,1.81	5
0.00,0.00	-4.64,0.82	5
0.00,0.00	3.83,-2.72	5
0.00,0.00	3.44,3.55	5
0.00,0.00	3.75,2.96	5
0.00,0.00	-0.96,-4.57	5
0.00,0.00	3.18,3.66	5
0.00,0.00	-1.68,4.30	5
0.00,0.00	4.78,0.51	5
0.00,0.00	4.56,0.96	5
0.00,0.00	-3.10,-3.71	5
0.00,0.00	2.42,-4.00	5
0.00,0.00	-4.53,-1.07	5
0.00,0.00	3.80,2.90	5
0.00,0.00	1.94,4.18	5
0.00,0.00	4.96,-0.08	5
0.00,0.00	3.74,3.00	5
0.00,0.00	-3.02,3.71	5
0.00,0.00	-4.46,-1.19	5
0.00,0.00	3.21,3.66	5
0.00,0.00	-4.04,-2.28	5
0.00,0.00	-4.32,-1.59	5
0.00,0.00	3.71,3.09	5
0.00,0.00	0.09,4.95	5
0.00,0.00	-1.74,4.26	5
0.00,0.00	3.39,-3.59	5
0.00,0.00	-2.18,-4.10	5
0.00,0.00	-1.41,4.37	5
0.00,0.00	0.00,4.99	5
0.00,0.00	4.93,0.07	5
0.00,0.00	0.63,4.72	5
0.00,0.00	-2.16,4.10	5
0.00,0.00	4.00,-2.34	5
0.00,0.00	-4.89,-0.16	5
0.00,0.00	2.93,-3.78	5
0.00,0.00	4.40,1.44	5
0.00,0.00	-0.16,4.93	5
0.00,0.00	-2.91,-3.79	5
0.00,0.00	4.68,0.69	5
0.00,0.00	4.57,0.94	5
0.00,0.00	-3.74,2.93	5
0.00,0.00	4.46,-1.22	5
0.00,0.00	-4.07,-2.24	5
0.00,0.00	1.27,4.43	5
0.00,0.00	-4.39,-1.37	5
0.00,0.00	4.81,0.43	5
0.00,0.00	-3.36,-3.59	5
0.00,0.00	0.31,4.85	5
0.00,0.00	4.04,2.30	5
0.00,0.00	-4.55,1.02	5
0.00,0.00	-4.54,1.11	5
0.00,0.00	-4.72,-0.65	5
0.00,0.00	3.52,-3.49	5
0.00,0.00	1.60,4.31	5
0.00,0.00	2.55,-3.94	5
0.00,0.00	-3.94,-2.45	5
0.00,0.00	-0.24,-4.89	5
0.00,0.00	-1.59,4.32	5
0.00,0.00	-1.53,-4.33	5
0.00,0.00	2.63,3.91	5
0.00,0.00	-2.93,3.74	5
0.00,0.00	3.72,-3.00	5
0.00,0.00	-0.60,-4.74	5
0.00,0.00	4.46,-1.29	5
0.00,0.00	-4.12,-2.07	5
0.00,0.00	3.01,3.74	5
0.00,0.00	-2.44,-3.96	5
0.00,0.00	-3.41,-3.59	5
0.00,0.00	-2.83,-3.82	5
0.00,0.00	0.70,4.70	5
0.00,0.00	-4.38,-1.42	5
0.00,0.00	-0.86,4.64	5
0.00,0.00	4.31,-1.61	5
0.00,0.00	-4.13,2.09	5
0.00,0.00	-3.87,-2.61	5
0.00,0.00	-4.17,-1.93	5
0.00,0.00	4.78,-0.48	5
0.00,0.00	2.08,-4.09	5
0.00,0.00	-1.20,-4.50	5
0.00,0.00	4.54,1.12	5
0.00,0.00	4.97,0.04	5
0.00,0.00	2.13,4.09	5
0.00,0.00	4.45,1.22	5
0.00,0.00	-4.47,1.15	5
0.00,0.00	3.66,-3.21	5
0.00,0.00	-4.37,-1.51	5
0.00,0.00	-4.42,1.35	5
0.00,0.00	-3.72,-3.03	5
0.00,0.00	-2.01,4.16	5
0.00,0.00	-4.58,-1.02	5
0.00,0.00	-4.94,-0.12	5
0.00,0.00	4.34,-1.54	5
0.00,0.00	-2.24,4.05	5
0.00,0.00	0.02,4.96	5
0.00,0.00	1.74,-4.24	5
0.00,0.00	-3.68,3.09	5
0.00,0.00	-3.86,2.65	5
0.00,0.00	-4.28,1.72	5
0.00,0.00	4.74,0.64	5
0.00,0.00	-4.40,-1.34	5
0.00,0.00	-1.54,4.32	5
0.00,0.00	-1.84,-4.20	5
0.00,0.00	0.86,4.60	5
0.00,0.00	4.73,-0.58	5
0.00,0.00	4.36,-1.52	5
0.00,0.00	4.36,-1.52	5
0.00,0.00	-4.55,-1.05	5
0.00,0.00	0.96,-4.58	5
0.00,0.00	-3.95,-2.47	5
0.00,0.00	-4.63,-0.90	5
0.00,0.00	-4.31,-1.62	5
0.00,0.00	-3.71,3.03	5
0.00,0.00	4.43,-1.34	5
0.00,0.00	0.74,-4.68	5
0.00,0.00	-0.96,-4.58	5
0.00,0.00	-3.33,-3.60	5
0.00,0.00	4.60,0.93	5
0.00,0.00	4.58,-1.00	5
0.00,0.00	-2.50,-3.94	5
0.00,0.00	-4.43,1.31	5
0.00,0.00	3.50,3.51	5
0.00,0.00	3.06,-3.70	5
0.00,0.00	4.57,-1.02	5
0.00,0.00	4.75,0.58	5
0.00,0.00	-4.45,-1.29	5
0.00,0.00	-3.74,-2.94	5
0.00,0.00	4.32,-1.53	5
0.00,0.00	-1.45,-4.38	5
0.00,0.00	-0.94,-4.57	5
0.00,0.00	-1.07,-4.54	5
0.00,0.00	-4.25,1.71	5
0.00,0.00	-2.61,3.87	5
0.00,0.00	-1.84,4.20	5
0.00,0.00	2.27,-4.06	5
0.00,0.00	-4.86,-0.24	5
0.00,0.00	2.43,3.99	5
0.00,0.00	3.81,2.84	5
0.00,0.00	1.45,4.37	5
0.00,0.00	-2.67,-3.89	5
0.00,0.00	-2.46,3.94	5
0.00,0.00	3.18,-3.68	5
0.00,0.00	3.78,-2.91	5
0.00,0.00	-4.67,0.78	5
0.00,0.00	-4.70,0.64	5
0.00,0.00	3.35,3.59	5
0.00,0.00	-1.44,-4.37	5
0.00,0.00	1.70,-4.27	5
0.00,0.00	-1.24,4.48	5
0.00,0.00	1.55,4.34	5
0.00,0.00	1.73,-4.27	5
0.00,0.00	-4.37,-1.50	5
0.00,0.00	-0.40,-4.82	5
0.00,0.00	4.07,-2.17	5
0.00,0.00	-3.53,-3.51	5
0.00,0.00	3.86,2.75	5
0.00,0.00	-3.88,2.68	5
0.00,0.00	-4.83,-0.40	5
0.00,0.00	0.71,-4.70	5
0.00,0.00	-1.83,4.20	5
0.00,0.00	1.05,-4.55	5
0.00,0.00	-3.84,2.75	5
0.00,0.00	-4.47,-1.24	5
0.00,0.00	0.83,-4.64	5
0.00,0.00	1.36,4.42	5
0.00,0.00	1.31,-4.42	5
0.00,0.00	-4.47,1.24	5
0.00,0.00	4.63,0.88	5
0.00,0.00	-1.51,-4.37	5
0.00,0.00	2.02,-4.15	5
0.00,0.00	2.28,4.03	5
0.00,0.00	-1.80,4.21	5
0.00,0.00	-4.61,0.95	5
0.00,0.00	-4.09,2.08	5
0.00,0.00	3.60,3.33	5
0.00,0.00	-3.29,-3.63	5
0.00,0.00	0.63,4.72	5
0.00,0.00	1.54,-4.32	5
0.00,0.00	3.28,3.62	5
0.00,0.00	1.99,-4.17	5
0.00,0.00	4.02,-2.37	5
0.00,0.00	-2.84,3.81	5
0.00,0.00	-4.33,-1.55	5
0.00,0.00	-3.15,-3.69	5
