Initial Position	Final Position	Reflection Count
0.00,0.00	3.87,1.90	5
0.00,0.00	2.79,3.80	5
0.00,0.00	3.12,-3.19	5
0.00,0.00	4.62,-0.66	5
0.00,0.00	4.28,-1.25	5
0.00,0.00	3.35,2.80	5
0.00,0.00	2.83,-3.69	5
0.00,0.00	3.68,-2.25	5
0.00,0.00	-4.71,-0.47	5
0.00,0.00	-3.27,-2.93	5
0.00,0.00	0.69,4.31	5
0.00,0.00	4.39,-0.99	5
0.00,0.00	-1.04,-4.29	5
0.00,0.00	2.13,4.31	5
0.00,0.00	4.83,0.29	5
0.00,0.00	-2.11,-4.32	5
0.00,0.00	3.55,-2.46	5
0.00,0.00	-1.93,-4.32	5
0.00,0.00	3.77,-2.08	5
0.00,0.00	-1.49,4.33	5
0.00,0.00	3.65,2.28	5
0.00,0.00	2.79,3.83	5
0.00,0.00	-0.62,-4.31	5
0.00,0.00	4.10,1.49	5
0.00,0.00	-4.79,0.33	5
0.00,0.00	0.47,-4.31	5
0.00,0.00	-1.49,-4.33	5
0.00,0.00	-0.17,-4.31	5
0.00,0.00	-3.95,-1.78	5
0.00,0.00	3.26,-2.97	5
0.00,0.00	1.26,-4.32	5
0.00,0.00	4.73,-0.47	5
0.00,0.00	-3.63,-2.38	5
0.00,0.00	-2.94,3.50	5
0.00,0.00	-4.48,0.81	5
0.00,0.00	-2.39,-4.32	5
0.00,0.00	1.05,-4.32	5
0.00,0.00	-4.79,-0.33	5
0.00,0.00	3.45,2.63	5
0.00,0.00	4.48,0.84	5
0.00,0.00	4.63,0.59	5
0.00,0.00	-4.29,1.16	5
0.00,0.00	1.03,4.30	5
0.00,0.00	1.57,-4.29	5
0.00,0.00	2.72,-3.87	5
0.00,0.00	-2.98,3.43	5
0.00,0.00	-3.00,3.46	5
0.00,0.00	3.42,-2.66	5
0.00,0.00	-2.58,4.19	5
0.00,0.00	-0.16,4.32	5
0.00,0.00	-3.09,3.30	5
0.00,0.00	-2.98,3.43	5
0.00,0.00	3.77,2.12	5
0.00,0.00	4.52,0.77	5
0.00,0.00	2.55,4.22	5
0.00,0.00	-1.13,-4.31	5
0.00,0.00	3.75,-2.12	5
0.00,0.00	-3.64,-2.34	5
0.00,0.00	4.01,-1.69	5
0.00,0.00	2.61,4.06	5
0.00,0.00	-0.03,4.33	5
0.00,0.00	-33.62,-3.36	3
0.00,0.00	3.50,-2.56	5
0.00,0.00	3.01,3.40	5
0.00,0.00	4.91,-0.12	5
0.00,0.00	0.96,-4.33	5
0.00,0.00	4.52,-0.78	5
0.00,0.00	-3.24,-3.04	5
0.00,0.00	-3.67,-2.30	5
0.00,0.00	3.81,-2.03	5
0.00,0.00	2.52,4.28	5
0.00,0.00	-4.75,0.39	5
0.00,0.00	3.19,3.12	5
0.00,0.00	-4.57,-0.72	5
0.00,0.00	-0.33,-4.30	5
0.00,0.00	-3.39,19.58	4
0.00,0.00	-3.34,-2.87	5
0.00,0.00	3.46,2.60	5
0.00,0.00	2.92,3.51	5
0.00,0.00	4.09,-1.56	5
0.00,0.00	4.35,-1.11	5
0.00,0.00	4.07,1.57	5
0.00,0.00	2.50,-4.26	5
0.00,0.00	0.29,4.33	5
0.00,0.00	4.36,-1.09	5
0.00,0.00	-4.07,-1.59	5
0.00,0.00	1.54,-4.33	5
0.00,0.00	0.34,-4.30	5
0.00,0.00	3.42,2.73	5
0.00,0.00	-3.02,-3.40	5
0.00,0.00	-4.88,-0.13	5
0.00,0.00	-2.76,3.87	5
0.00,0.00	3.87,-1.90	5
0.00,0.00	2.96,-3.52	5
0.00,0.00	-3.44,2.66	5
0.00,0.00	-4.68,-0.52	5
0.00,0.00	4.91,0.15	5
0.00,0.00	0.50,-4.33	5
0.00,0.00	-0.98,4.32	5
0.00,0.00	-4.90,0.10	5
0.00,0.00	3.44,-2.68	5
0.00,0.00	-4.25,-1.23	5
0.00,0.00	-2.42,-4.33	5
0.00,0.00	-2.77,-3.77	5
0.00,0.00	-1.92,4.33	5
0.00,0.00	-3.80,2.08	5
0.00,0.00	1.52,4.29	5
0.00,0.00	0.72,-4.31	5
0.00,0.00	-4.27,-1.20	5
0.00,0.00	-1.63,-4.31	5
0.00,0.00	1.88,-4.30	5
0.00,0.00	2.24,4.30	5
0.00,0.00	-4.02,1.68	5
0.00,0.00	4.27,1.23	5
0.00,0.00	1.92,4.33	5
0.00,0.00	-0.78,-4.31	5
0.00,0.00	3.86,1.89	5
0.00,0.00	-0.42,-4.32	5
0.00,0.00	0.07,4.33	5
0.00,0.00	-0.74,-4.29	5
0.00,0.00	-4.07,-1.60	5
0.00,0.00	-2.47,-4.29	5
0.00,0.00	0.24,-4.33	5
0.00,0.00	2.67,-4.02	5
0.00,0.00	1.86,4.30	5
0.00,0.00	4.32,1.16	5
0.00,0.00	-2.33,4.32	5
0.00,0.00	3.18,-3.13	5
0.00,0.00	4.03,1.64	5
0.00,0.00	-3.20,-3.06	5
0.00,0.00	3.69,2.19	5
0.00,0.00	-0.32,4.29	5
0.00,0.00	-4.08,1.55	5
0.00,0.00	2.57,-4.15	5
0.00,0.00	4.04,-1.62	5
0.00,0.00	4.41,0.97	5
0.00,0.00	-3.57,-2.43	5
0.00,0.00	4.56,-0.74	5
0.00,0.00	-1.93,4.31	5
0.00,0.00	-4.45,0.88	5
0.00,0.00	2.87,3.66	5
0.00,0.00	3.89,1.89	5
0.00,0.00	-4.70,-0.47	5
0.00,0.00	2.70,3.94	5
0.00,0.00	-4.15,-1.46	5
0.00,0.00	-2.62,-4.04	5
0.00,0.00	-4.55,-0.75	5
0.00,0.00	4.61,-0.64	5
0.00,0.00	3.74,-2.14	5
0.00,0.00	4.29,1.17	5
0.00,0.00	-3.37,-2.76	5
0.00,0.00	3.39,-2.75	5
0.00,0.00	2.69,-3.97	5
0.00,0.00	-0.04,4.31	5
0.00,0.00	2.76,3.87	5
0.00,0.00	-1.15,-4.30	5
0.00,0.00	-0.56,-4.31	5
0.00,0.00	-0.84,-4.30	5
0.00,0.00	-3.19,-3.14	5
0.00,0.00	4.30,1.16	5
0.00,0.00	-4.21,1.30	5
0.00,0.00	-2.74,-3.91	5
0.00,0.00	-4.06,-1.61	5
0.00,0.00	-4.23,1.30	5
0.00,0.00	-3.04,3.38	5
0.00,0.00	-3.35,2.85	5
0.00,0.00	-3.99,1.69	5
0.00,0.00	2.53,-4.27	5
0.00,0.00	3.76,-2.08	5
0.00,0.00	-1.82,4.32	5
0.00,0.00	-2.01,4.32	5
0.00,0.00	-4.57,-0.72	5
0.00,0.00	4.80,0.32	5
0.00,0.00	3.44,2.68	5
0.00,0.00	-3.71,-2.19	5
0.00,0.00	3.02,-3.34	5
0.00,0.00	4.55,-0.74	5
0.00,0.00	-3.19,-3.06	5
0.00,0.00	4.86,0.18	5
0.00,0.00	0.33,4.30	5
0.00,0.00	-1.03,-4.31	5
0.00,0.00	-0.30,-4.31	5
0.00,0.00	-4.10,1.53	5
0.00,0.00	-4.45,0.92	5
0.00,0.00	-4.90,0.12	5
0.00,0.00	4.37,1.06	5
0.00,0.00	4.94,-0.10	5
0.00,0.00	3.78,2.09	5
0.00,0.00	3.11,-3.19	5
0.00,0.00	-1.62,4.32	5
0.00,0.00	-0.81,4.32	5
0.00,0.00	-0.36,4.31	5
0.00,0.00	0.62,-4.32	5
0.00,0.00	2.01,4.33	5
0.00,0.00	-4.79,-0.31	5
0.00,0.00	0.17,4.30	5
0.00,0.00	2.61,4.06	5
0.00,0.00	4.82,0.29	5
0.00,0.00	-3.02,-3.39	5
0.00,0.00	-4.12,1.48	5
0.00,0.00	2.83,-3.69	5
0.00,0.00	2.53,-4.27	5
0.00,0.00	2.10,-4.30	5
0.00,0.00	-1.90,4.32	5
0.00,0.00	4.59,-0.64	5
0.00,0.00	-4.49,-0.87	5
0.00,0.00	1.81,4.30	5
0.00,0.00	-1.31,4.31	5
0.00,0.00	3.64,2.36	5
0.00,0.00	1.85,-4.33	5
0.00,0.00	2.60,-4.07	5
0.00,0.00	3.31,2.90	5
0.00,0.00	1.06,-4.30	5
0.00,0.00	-2.42,4.33	5
0.00,0.00	-2.91,-3.60	5
0.00,0.00	4.01,-1.70	5
0.00,0.00	-4.38,-1.07	5
0.00,0.00	0.87,4.30	5
0.00,0.00	-0.16,-4.32	5
0.00,0.00	-4.30,1.15	5
0.00,0.00	-1.37,-4.31	5
0.00,0.00	-3.02,3.35	5
0.00,0.00	2.99,-3.47	5
0.00,0.00	2.21,-4.28	5
0.00,0.00	-3.20,-3.10	5
0.00,0.00	0.18,4.30	5
0.00,0.00	-4.13,-1.48	5
0.00,0.00	-3.77,2.08	5
0.00,0.00	4.51,0.83	5
0.00,0.00	-3.94,1.82	5
0.00,0.00	-2.74,-3.90	5
0.00,0.00	0.27,-4.31	5
0.00,0.00	-2.22,-4.29	5
0.00,0.00	-4.05,1.64	5
0.00,0.00	4.95,-0.07	5
0.00,0.00	3.55,2.50	5
0.00,0.00	-3.10,-3.28	5
0.00,0.00	2.60,-4.11	5
0.00,0.00	-1.44,-4.32	5
0.00,0.00	-3.43,2.71	5
0.00,0.00	-2.17,4.32	5
0.00,0.00	4.52,0.83	5
0.00,0.00	1.72,-4.32	5
0.00,0.00	-2.93,3.50	5
0.00,0.00	4.45,-0.92	5
0.00,0.00	3.40,-2.68	5
0.00,0.00	-4.45,-0.94	5
0.00,0.00	2.84,3.66	5
0.00,0.00	3.46,-2.61	5
0.00,0.00	-3.18,3.09	5
0.00,0.00	3.63,2.35	5
0.00,0.00	-4.07,-1.54	5
0.00,0.00	1.68,4.29	5
0.00,0.00	-4.64,-0.57	5
0.00,0.00	-2.84,3.71	5
0.00,0.00	4.37,-1.09	5
0.00,0.00	1.90,4.32	5
0.00,0.00	-2.75,3.83	5
0.00,0.00	0.56,-4.33	5
0.00,0.00	-4.35,-1.05	5
0.00,0.00	2.79,-3.78	5
0.00,0.00	-3.55,2.44	5
0.00,0.00	2.67,-4.01	5
0.00,0.00	-3.00,-3.46	5
0.00,0.00	4.19,-1.35	5
0.00,0.00	-0.99,-4.31	5
0.00,0.00	4.80,-0.33	5
0.00,0.00	-0.92,4.32	5
0.00,0.00	-4.80,-0.32	5
0.00,0.00	3.36,-2.76	5
0.00,0.00	-2.71,-3.93	5
