Initial Position	Final Position	Reflection Count
-2.00,-2.50	4.34,1.01	5
-2.00,-2.50	2.39,4.27	5
-2.00,-2.50	4.27,1.08	5
-2.00,-2.50	0.19,-4.28	5
-2.00,-2.50	2.20,-4.29	5
-2.00,-2.50	4.39,-0.88	5
-2.00,-2.50	2.48,4.17	5
-2.00,-2.50	2.66,3.90	5
-2.00,-2.50	2.86,-3.65	5
-2.00,-2.50	-3.17,3.08	5
-2.00,-2.50	-2.59,-4.08	5
-2.00,-2.50	1.51,-4.30	5
-2.00,-2.50	2.99,3.32	5
-2.00,-2.50	0.01,4.33	5
-2.00,-2.50	1.79,4.26	5
-2.00,-2.50	2.09,-4.24	5
-2.00,-2.50	4.79,0.29	5
-2.00,-2.50	4.64,-0.42	5
-2.00,-2.50	2.08,-4.31	5
-2.00,-2.50	4.82,-0.19	5
-2.00,-2.50	-3.43,2.57	5
-2.00,-2.50	2.23,-4.28	5
-2.00,-2.50	-2.70,3.97	5
-2.00,-2.50	-2.99,3.40	5
-2.00,-2.50	-4.18,-1.35	5
-2.00,-2.50	1.84,-4.25	5
-2.00,-2.50	0.41,4.32	5
-2.00,-2.50	3.55,-2.33	5
-2.00,-2.50	4.57,-0.66	5
-2.00,-2.50	-4.14,1.33	5
-2.00,-2.50	3.40,2.74	5
-2.00,-2.50	-2.49,4.22	5
-2.00,-2.50	4.88,-0.06	5
-2.00,-2.50	-4.87,0.17	5
-2.00,-2.50	4.18,1.22	5
-2.00,-2.50	2.72,-3.86	5
-2.00,-2.50	4.42,0.97	5
-2.00,-2.50	-2.54,-4.12	5
-2.00,-2.50	-1.73,4.28	5
-2.00,-2.50	-3.85,1.86	5
-2.00,-2.50	-3.77,2.01	5
-2.00,-2.50	0.60,4.29	5
-2.00,-2.50	-3.53,2.43	5
-2.00,-2.50	3.50,-2.40	5
-2.00,-2.50	3.97,1.69	5
-2.00,-2.50	3.96,1.65	5
-2.00,-2.50	4.80,0.21	5
-2.00,-2.50	-3.36,2.82	5
-2.00,-2.50	-4.47,-0.77	5
-2.00,-2.50	2.16,4.29	5
-2.00,-2.50	4.04,1.57	5
-2.00,-2.50	-3.53,2.37	5
-2.00,-2.50	-2.51,-4.21	5
-2.00,-2.50	4.58,-0.68	5
