Initial Position	Final Position	Reflection Count
0.00,0.00	0.28,-4.82	5
0.00,0.00	-2.61,3.48	5
0.00,0.00	-4.33,0.05	5
0.00,0.00	-4.31,0.11	5
0.00,0.00	0.42,4.74	5
0.00,0.00	0.92,-4.45	5
0.00,0.00	-4.31,0.31	5
0.00,0.00	-0.62,-4.60	5
0.00,0.00	-1.80,-3.95	5
0.00,0.00	-4.29,-1.50	5
0.00,0.00	-1.31,4.20	5
0.00,0.00	2.55,-3.50	5
0.00,0.00	-4.33,-1.30	5
0.00,0.00	0.19,-4.88	5
0.00,0.00	-1.14,4.33	5
0.00,0.00	0.92,-4.43	5
0.00,0.00	4.30,-0.55	5
0.00,0.00	4.30,-2.14	5
0.00,0.00	-0.33,4.77	5
0.00,0.00	-4.30,1.55	5
0.00,0.00	0.77,4.52	5
0.00,0.00	2.36,-3.61	5
0.00,0.00	3.19,-3.12	5
0.00,0.00	2.23,3.67	5
0.00,0.00	0.68,-4.60	5
0.00,0.00	-4.30,2.02	5
0.00,0.00	0.65,-4.60	5
0.00,0.00	-4.31,-0.77	5
0.00,0.00	4.31,-0.24	5
0.00,0.00	1.51,4.10	5
0.00,0.00	-4.30,1.25	5
0.00,0.00	2.03,3.78	5
0.00,0.00	3.19,-3.15	5
0.00,0.00	4.33,0.56	5
0.00,0.00	0.54,-4.66	5
0.00,0.00	-1.46,4.15	5
0.00,0.00	-4.30,1.80	5
0.00,0.00	2.30,-3.64	5
0.00,0.00	4.16,2.56	5
0.00,0.00	2.47,-3.57	5
0.00,0.00	2.33,-3.62	5
0.00,0.00	-4.30,1.35	5
0.00,0.00	-0.13,4.89	5
0.00,0.00	-1.16,-4.29	5
0.00,0.00	-4.33,-1.19	5
0.00,0.00	2.73,-3.39	5
0.00,0.00	-2.29,3.67	5
0.00,0.00	0.53,-4.68	5
0.00,0.00	-2.30,3.67	5
0.00,0.00	1.15,4.29	5
0.00,0.00	4.33,-0.06	5
0.00,0.00	4.31,-0.39	5
0.00,0.00	-3.88,-2.71	5
0.00,0.00	1.60,-4.03	5
0.00,0.00	-2.47,3.55	5
0.00,0.00	2.20,3.68	5
0.00,0.00	4.29,1.35	5
0.00,0.00	2.89,3.33	5
0.00,0.00	-0.21,4.85	5
0.00,0.00	4.30,1.38	5
0.00,0.00	-4.31,0.92	5
0.00,0.00	4.28,-1.08	5
0.00,0.00	0.58,4.63	5
0.00,0.00	0.46,-4.71	5
0.00,0.00	0.13,-4.90	5
0.00,0.00	-2.48,-3.52	5
0.00,0.00	-4.33,-1.93	5
0.00,0.00	4.32,0.38	5
0.00,0.00	-1.47,4.15	5
0.00,0.00	-1.36,-4.18	5
0.00,0.00	4.32,0.62	5
0.00,0.00	1.95,3.85	5
0.00,0.00	4.32,0.99	5
0.00,0.00	2.33,-3.63	5
0.00,0.00	2.46,-3.55	5
0.00,0.00	3.17,-3.15	5
0.00,0.00	-0.38,4.74	5
0.00,0.00	-4.31,-1.76	5
0.00,0.00	4.30,-0.92	5
0.00,0.00	-3.88,2.73	5
0.00,0.00	4.33,-0.08	5
0.00,0.00	1.90,-3.87	5
0.00,0.00	-1.63,-4.05	5
0.00,0.00	0.31,-4.79	5
0.00,0.00	-3.23,3.12	5
0.00,0.00	-4.33,0.42	5
0.00,0.00	2.83,3.34	5
0.00,0.00	1.46,4.15	5
