Initial Position	Final Position	Reflection Count
0.00,0.00	4.31,-2.13	5
0.00,0.00	-3.95,-2.70	5
0.00,0.00	1.80,3.95	5
0.00,0.00	-0.14,-4.89	5
0.00,0.00	0.11,-4.92	5
0.00,0.00	-1.31,-4.23	5
0.00,0.00	4.29,0.09	5
0.00,0.00	2.64,-3.44	5
0.00,0.00	-4.32,0.04	5
0.00,0.00	4.33,-2.46	5
0.00,0.00	1.30,4.24	5
0.00,0.00	-0.32,-4.80	5
0.00,0.00	3.40,3.01	5
0.00,0.00	1.13,-4.31	5
0.00,0.00	2.16,3.71	5
0.00,0.00	-4.31,1.04	5
0.00,0.00	-4.32,-2.06	5
0.00,0.00	-1.12,4.35	5
0.00,0.00	1.95,3.85	5
0.00,0.00	1.91,3.89	5
0.00,0.00	1.38,4.17	5
0.00,0.00	2.59,-3.46	5
0.00,0.00	-1.54,4.09	5
0.00,0.00	-4.29,1.09	5
0.00,0.00	3.50,-2.97	5
0.00,0.00	4.32,1.49	5
0.00,0.00	4.29,-1.90	5
0.00,0.00	4.30,1.50	5
0.00,0.00	4.32,0.17	5
0.00,0.00	-1.26,4.27	5
0.00,0.00	3.46,-3.00	5
0.00,0.00	-0.87,4.49	5
0.00,0.00	-4.30,-0.37	5
0.00,0.00	0.50,-4.71	5
0.00,0.00	1.76,3.96	5
0.00,0.00	4.33,-0.40	5
0.00,0.00	-4.31,1.41	5
0.00,0.00	4.32,1.88	5
0.00,0.00	-0.70,-4.59	5
0.00,0.00	0.34,-4.79	5
0.00,0.00	-2.92,-3.30	5
0.00,0.00	4.33,1.99	5
0.00,0.00	2.06,3.81	5
0.00,0.00	-2.33,-3.63	5
0.00,0.00	2.15,-3.75	5
0.00,0.00	-1.00,-4.42	5
0.00,0.00	4.29,-1.87	5
0.00,0.00	4.32,2.01	5
0.00,0.00	3.02,-3.24	5
0.00,0.00	-0.16,4.90	5
0.00,0.00	-2.72,3.39	5
0.00,0.00	0.60,-4.64	5
0.00,0.00	4.32,0.80	5
0.00,0.00	-4.32,-2.34	5
0.00,0.00	-1.41,-4.17	5
0.00,0.00	0.15,-4.88	5
0.00,0.00	1.99,-3.83	5
0.00,0.00	4.32,-2.42	5
0.00,0.00	-2.25,-3.69	5
0.00,0.00	4.30,2.06	5
0.00,0.00	-3.58,-2.91	5
0.00,0.00	1.41,4.14	5
0.00,0.00	-0.77,-4.53	5
0.00,0.00	-3.43,-3.01	5
0.00,0.00	0.59,4.65	5
0.00,0.00	1.32,4.22	5
0.00,0.00	-2.33,-3.63	5
0.00,0.00	-4.24,2.54	5
0.00,0.00	4.32,-1.65	5
0.00,0.00	0.68,-4.59	5
0.00,0.00	4.30,0.83	5
0.00,0.00	0.67,-4.59	5
0.00,0.00	-4.32,-0.49	5
0.00,0.00	-4.32,1.25	5
0.00,0.00	-4.29,-1.67	5
0.00,0.00	4.29,1.74	5
0.00,0.00	2.70,-3.41	5
0.00,0.00	-1.00,-4.41	5
0.00,0.00	4.32,-1.88	5
0.00,0.00	-2.88,3.33	5
0.00,0.00	-4.30,1.35	5
0.00,0.00	-4.29,2.23	5
0.00,0.00	-4.32,0.40	5
0.00,0.00	-4.32,-0.63	5
0.00,0.00	4.30,1.11	5
0.00,0.00	-3.25,3.07	5
0.00,0.00	1.87,3.89	5
0.00,0.00	3.57,2.89	5
0.00,0.00	-0.82,4.52	5
0.00,0.00	-2.67,-3.45	5
0.00,0.00	-4.31,1.45	5
0.00,0.00	-4.32,1.34	5
0.00,0.00	-0.47,-4.69	5
0.00,0.00	4.30,-0.72	5
0.00,0.00	4.31,1.61	5
0.00,0.00	-1.00,-4.41	5
0.00,0.00	0.72,4.54	5
0.00,0.00	4.30,0.42	5
0.00,0.00	3.52,-2.95	5
0.00,0.00	0.04,-4.94	5
0.00,0.00	4.30,1.34	5
0.00,0.00	2.79,3.39	5
0.00,0.00	-0.71,4.58	5
0.00,0.00	-4.30,0.43	5
0.00,0.00	-1.15,-4.31	5
0.00,0.00	2.25,3.70	5
0.00,0.00	4.32,0.03	5
0.00,0.00	-3.65,2.86	5
0.00,0.00	4.32,-1.58	5
0.00,0.00	-2.30,-3.66	5
0.00,0.00	-0.64,4.62	5
0.00,0.00	-4.32,-2.26	5
0.00,0.00	-1.50,4.11	5
0.00,0.00	-2.66,3.41	5
0.00,0.00	0.57,4.65	5
