Initial Position	Final Position	Reflection Count
0.00,0.00	2.59,-4.16	5
0.00,0.00	-1.08,-4.33	5
0.00,0.00	0.74,4.33	5
0.00,0.00	-3.79,-2.09	5
0.00,0.00	-4.07,1.59	5
0.00,0.00	3.10,3.28	5
0.00,0.00	-3.05,-3.34	5
0.00,0.00	2.70,3.95	5
0.00,0.00	3.24,-3.01	5
0.00,0.00	-4.65,0.55	5
0.00,0.00	2.76,-3.82	5
0.00,0.00	2.86,-3.69	5
0.00,0.00	-3.82,-1.95	5
0.00,0.00	-2.92,-3.60	5
0.00,0.00	-1.93,-4.33	5
0.00,0.00	-4.95,0.08	5
0.00,0.00	1.30,-4.33	5
0.00,0.00	1.60,-4.30	5
0.00,0.00	4.57,0.66	5
0.00,0.00	1.94,-4.31	5
0.00,0.00	2.42,-4.29	5
0.00,0.00	-2.11,-4.28	5
0.00,0.00	1.14,4.33	5
0.00,0.00	-0.29,4.30	5
0.00,0.00	0.74,4.32	5
0.00,0.00	0.15,-4.30	5
0.00,0.00	3.67,-2.22	5
0.00,0.00	2.61,-4.12	5
0.00,0.00	-0.70,-4.30	5
0.00,0.00	-0.28,4.33	5
0.00,0.00	-1.11,4.30	5
0.00,0.00	-4.12,-1.49	5
0.00,0.00	-3.73,-2.19	5
0.00,0.00	4.66,-0.52	5
0.00,0.00	3.13,3.21	5
0.00,0.00	4.32,-1.17	5
0.00,0.00	-3.72,-2.21	5
0.00,0.00	-4.82,0.32	5
0.00,0.00	2.66,-4.01	5
0.00,0.00	-1.03,-4.32	5
0.00,0.00	-2.38,4.30	5
0.00,0.00	4.02,-1.66	5
0.00,0.00	-3.32,-2.87	5
0.00,0.00	-4.05,-1.61	5
0.00,0.00	2.93,-3.57	5
0.00,0.00	3.98,1.76	5
0.00,0.00	1.23,-4.32	5
0.00,0.00	0.02,-4.33	5
0.00,0.00	-3.48,2.58	5
0.00,0.00	3.50,2.52	5
0.00,0.00	-3.93,1.85	5
0.00,0.00	-4.04,-1.58	5
0.00,0.00	2.84,3.65	5
0.00,0.00	1.24,4.32	5
0.00,0.00	4.87,0.17	5
